	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell17	1	58	7	36	37	0	41	0	50	0	56	0	49	0	37	0	32	8	28	24	53	0	43	0	39	0	45	0	38	0
cell18	6	43	18	47	54	0	51	0	55	0	58	0	56	0	33	21	52	4	37	0	46	0	50	0	42	1	56	0	51	0
cell19	0	49	51	5	53	0	47	0	67	0	49	0	43	0	22	21	44	0	52	0	48	0	48	5	41	0	56	0	49	0
cell20	0	46	46	10	55	0	40	0	37	3	43	0	55	0	14	27	32	20	42	0	53	1	60	0	59	5	44	0	40	0
cell21	0	51	14	43	47	0	58	0	52	0	29	2	54	0	49	0	49	0	23	14	50	1	56	0	62	2	42	0	49	1
cell22	0	53	16	33	44	0	55	4	41	2	32	0	64	0	40	0	59	0	50	0	50	1	57	0	53	0	51	0	52	0
cell23	0	50	3	38	31	15	52	0	54	0	51	5	48	0	59	1	47	0	48	0	36	0	45	0	53	0	41	0	46	1
cell24	0	58	0	57	26	33	44	0	61	5	43	0	55	0	49	2	54	0	60	1	51	0	48	0	47	1	51	0	51	0
cell25	0	51	25	13	47	0	54	0	40	1	47	0	49	0	30	19	39	7	46	0	47	0	34	4	41	0	28	22	53	0
cell26	0	41	18	17	43	0	50	0	57	0	48	0	53	0	14	45	53	0	44	0	51	0	50	0	49	0	50	0	57	0
cell27	0	48	2	47	45	0	49	0	57	0	55	0	48	0	55	0	56	0	41	0	59	0	56	0	50	0	62	0	44	1
cell28	0	49	14	42	44	0	45	0	53	0	65	0	64	0	63	0	59	0	12	35	56	0	50	0	50	0	63	0	54	0
cell29	0	43	23	21	46	0	46	0	46	0	40	0	41	0	40	0	47	2	46	13	42	3	47	0	52	0	47	2	62	0
cell30	0	43	11	60	50	0	51	0	52	0	46	0	38	0	52	0	55	0	6	41	26	17	39	0	36	9	55	0	51	0
cell31	0	45	35	28	41	0	56	1	37	0	45	1	9	32	42	0	50	0	48	4	56	0	20	34	42	0	67	0	53	0
cell32	6	53	28	18	58	0	40	5	46	1	50	0	27	25	41	0	40	0	59	0	66	0	53	0	59	0	52	0	54	0
cell33	0	46	27	29	49	0	53	0	58	0	49	2	41	11	56	0	54	0	57	0	37	0	52	0	49	5	60	0	46	0
cell34	0	40	47	0	44	1	51	0	44	0	57	0	49	0	41	0	48	1	40	0	45	0	39	0	38	0	54	0	66	0
cell35	0	57	26	17	48	0	55	0	56	0	30	7	63	1	54	0	47	0	36	9	56	0	55	0	64	0	52	1	42	0
cell36	1	43	23	32	30	6	43	0	47	0	58	1	36	14	53	1	49	0	56	8	46	0	68	0	41	0	47	0	38	1
cell37	0	49	24	12	54	0	43	4	48	0	38	1	47	0	30	12	49	2	52	0	54	0	48	0	57	4	51	0	48	1
cell38	0	42	22	22	45	0	54	0	65	1	58	0	34	0	54	1	43	0	28	31	55	0	47	0	51	2	45	0	46	0
cell39	0	55	40	3	41	0	41	0	52	0	46	0	59	0	1	34	40	0	52	0	54	0	55	0	50	0	46	2	55	0
cell40	0	53	24	26	12	36	50	0	21	20	61	0	40	1	50	0	54	0	54	0	54	0	54	0	58	2	64	0	48	2
cell41	0	48	35	7	39	7	38	0	38	0	48	0	28	18	53	0	45	0	50	1	61	0	50	5	47	0	41	0	46	0
cell42	0	51	0	52	8	43	56	0	38	21	53	0	52	0	59	2	42	0	44	0	51	0	50	0	56	0	39	0	42	0
cell43	0	52	38	10	53	1	45	0	51	0	59	0	52	1	22	21	35	17	54	1	42	0	55	0	45	1	47	0	38	1
cell44	0	49	19	32	51	0	49	0	51	0	44	0	46	6	54	1	47	0	27	21	45	16	38	10	46	5	42	0	59	0
cell45	0	40	17	27	63	0	39	3	36	2	57	0	38	15	51	0	38	0	46	3	50	0	63	0	35	0	44	1	57	3
cell46	0	48	2	43	52	0	34	0	39	2	52	5	34	0	52	0	39	0	26	5	48	0	52	0	51	0	50	0	33	0
cell47	0	50	24	20	24	13	50	0	50	0	52	0	41	1	56	0	50	0	43	2	45	0	31	8	39	1	51	0	52	0
cell48	0	49	61	1	50	0	53	0	49	3	55	0	65	0	3	47	38	12	53	0	39	0	58	0	43	0	40	15	54	0
cell49	1	50	35	15	42	1	17	33	54	0	42	2	53	1	63	0	43	0	45	1	46	0	55	0	44	0	45	0	49	1
cell50	0	55	11	35	21	29	46	0	44	1	49	3	49	0	55	0	43	0	53	0	55	0	43	0	52	0	52	0	49	3
cell51	0	39	13	36	8	33	46	8	43	2	52	0	46	0	44	1	43	0	46	0	47	2	60	0	50	0	55	0	50	0
cell52	0	43	23	34	39	0	39	2	46	0	52	0	56	1	52	0	40	2	34	27	41	1	51	0	36	6	42	2	49	0
cell53	0	38	29	8	49	0	43	1	50	1	47	0	58	3	35	15	43	0	63	0	52	0	44	0	51	0	48	0	53	0
cell54	0	43	41	2	41	0	38	0	54	0	44	0	58	0	44	0	43	2	55	4	49	0	51	0	42	1	56	0	50	0
cell55	0	47	8	45	45	0	43	0	58	0	59	0	43	1	56	0	47	1	26	23	35	14	53	0	36	0	41	0	56	0
cell56	0	60	6	26	54	0	55	0	49	0	51	0	59	0	47	0	40	0	21	32	50	5	55	1	62	0	46	0	57	0
cell57	0	50	28	12	43	0	49	0	53	4	53	0	37	0	29	22	50	5	50	0	47	0	53	0	47	0	52	2	41	0
cell58	0	38	2	56	41	0	51	2	47	4	40	0	46	2	48	0	50	0	29	1	54	0	36	4	51	0	52	0	45	0
cell59	0	48	45	10	62	0	52	0	42	0	58	0	21	23	62	0	46	0	45	0	48	0	54	0	44	1	50	0	42	2
cell60	0	62	0	45	48	14	39	0	55	0	44	0	59	0	40	0	43	1	70	0	64	0	53	0	49	0	59	0	57	0
cell61	0	41	31	19	47	0	58	0	46	0	64	0	60	0	13	37	27	27	38	6	48	0	52	0	55	1	49	6	57	0
cell62	1	44	8	60	22	34	43	0	39	18	42	0	45	0	51	0	49	2	54	1	47	0	51	0	47	0	60	0	30	5
cell63	0	53	49	4	40	0	59	0	49	0	52	3	42	15	58	0	43	0	36	0	50	0	48	0	46	0	50	0	52	0
cell64	0	58	24	35	60	0	53	0	36	2	53	0	58	0	26	22	46	0	41	1	53	1	52	2	48	0	49	0	33	0
cell65	0	49	15	20	25	27	51	0	18	27	51	0	41	0	46	0	52	0	55	0	49	0	52	0	57	1	44	0	37	21
cell66	2	58	64	0	59	0	42	0	45	0	48	0	47	0	49	0	43	0	48	0	56	0	46	0	44	0	52	0	47	0
cell67	0	42	55	0	51	4	51	1	52	0	55	0	52	1	1	47	41	11	47	8	62	0	44	0	61	0	33	17	46	0
cell68	4	47	11	44	57	0	38	4	51	1	41	10	34	1	48	0	50	0	41	0	55	0	52	0	45	0	58	0	51	0
cell69	0	47	44	9	48	0	52	3	55	0	45	0	49	0	39	7	37	14	49	0	44	0	45	0	49	1	41	6	40	0
cell70	0	44	10	48	41	0	53	0	48	0	58	0	44	0	49	0	57	0	6	34	46	8	46	0	56	9	53	0	57	6
cell71	0	48	12	29	46	0	51	1	52	0	45	0	36	0	57	0	57	0	31	9	44	6	54	0	43	7	46	0	45	0
cell72	0	59	16	24	55	0	52	0	40	1	55	0	50	0	48	0	45	0	8	38	37	17	44	0	53	2	54	0	50	0
cell73	0	45	4	49	43	13	47	2	23	28	63	0	51	0	47	0	47	0	58	1	48	0	45	1	63	0	49	0	39	7
cell74	0	38	21	34	64	0	43	0	44	0	36	2	41	0	46	0	46	0	49	0	53	0	58	3	46	0	58	0	61	2
cell75	3	56	30	16	58	0	50	0	43	0	45	0	6	52	47	0	61	0	43	0	42	7	30	22	56	0	35	0	45	0
cell76	0	48	13	39	37	0	44	1	51	0	55	0	53	0	53	0	47	0	30	27	55	3	50	0	38	0	56	0	42	0
cell77	1	46	8	46	28	38	42	0	18	15	33	1	53	0	48	0	49	0	51	0	53	1	42	0	56	0	50	0	25	16
cell78	0	44	4	34	45	0	54	1	48	0	55	0	46	0	50	0	58	0	13	30	41	19	43	0	46	0	44	0	52	2
cell79	0	52	45	9	48	0	55	0	58	0	42	0	53	0	55	0	48	0	48	2	51	0	54	1	48	2	50	1	57	0
cell80	0	59	31	24	57	0	63	0	41	0	49	0	53	0	30	20	33	2	52	0	56	0	51	0	47	0	54	6	47	0
cell81	1	57	20	28	62	0	51	0	41	0	44	1	43	2	31	20	47	0	50	0	45	0	52	0	52	2	43	1	52	0
cell82	2	46	4	47	9	27	60	4	41	10	57	0	52	0	49	0	37	0	36	1	48	0	47	0	44	0	54	0	52	5
cell83	0	48	26	18	48	7	43	0	51	0	48	0	41	0	58	0	48	0	38	7	49	0	59	0	48	0	58	0	51	0
cell84	1	53	24	23	42	0	56	2	55	2	57	0	42	0	54	0	46	0	48	2	43	0	37	0	49	1	42	0	43	0
cell85	0	65	7	48	56	0	46	0	53	2	60	6	64	0	53	3	41	0	28	25	47	6	52	1	39	15	53	3	56	0
cell86	0	59	41	6	47	2	41	4	41	0	40	0	60	1	21	22	50	0	51	0	59	0	58	0	55	0	58	0	44	0
cell87	0	57	33	13	49	0	50	0	59	2	55	0	48	0	17	35	49	3	58	0	41	0	38	0	40	0	34	10	51	1
cell88	0	53	0	61	9	41	56	0	22	18	37	0	49	1	61	0	41	0	50	0	57	0	54	0	37	0	46	0	45	5
cell89	0	56	34	16	55	1	49	0	46	3	54	0	53	0	34	19	44	0	54	0	35	0	52	0	44	2	53	0	45	1
cell90	0	50	43	8	44	2	54	0	64	0	53	0	39	1	37	17	46	3	49	0	41	0	48	0	47	0	32	21	59	0
cell91	0	57	48	5	61	0	54	0	38	0	41	2	54	0	23	33	46	5	39	0	39	1	40	0	69	0	36	6	54	0
cell92	1	61	28	26	41	0	50	1	54	1	56	0	49	0	50	0	55	0	35	12	40	20	51	0	47	14	64	0	51	0
cell93	0	41	29	12	44	0	44	4	49	0	50	0	48	6	8	38	8	27	46	4	53	0	52	7	60	6	65	0	42	0
cell94	0	45	23	18	52	2	40	0	46	8	42	0	46	0	52	1	52	0	44	0	32	0	51	0	45	0	46	0	34	0
cell95	0	52	47	3	46	0	45	2	56	0	41	0	59	2	17	46	28	23	46	0	56	0	45	0	53	0	54	0	56	2
cell96	0	49	34	14	47	0	61	0	64	0	48	0	47	0	31	14	58	0	51	0	55	0	63	0	54	0	44	0	50	1
cell97	2	55	45	6	43	0	44	1	42	0	44	0	47	0	30	27	59	0	55	0	53	0	39	6	58	0	46	0	44	1
cell98	6	38	32	20	15	27	60	0	27	23	46	0	58	0	46	0	48	0	57	2	43	0	40	0	50	0	52	0	49	0
cell99	0	44	33	36	48	0	44	2	50	0	49	0	44	0	54	0	52	3	14	30	53	5	40	9	44	4	68	0	52	0
cell100	0	48	59	0	54	0	40	0	51	0	49	0	67	0	58	0	40	1	55	0	48	0	45	0	66	0	55	0	42	0
cell101	0	50	19	21	53	0	49	0	49	1	58	0	37	0	61	0	42	2	25	34	37	12	49	0	55	5	47	0	50	0
cell102	0	49	63	0	55	0	57	0	47	1	47	0	55	1	51	0	41	2	43	2	52	0	44	1	41	0	53	0	41	0
cell103	4	46	58	3	46	0	32	0	59	0	53	0	38	23	42	0	46	0	43	2	46	8	53	0	41	1	49	1	48	0
cell104	0	57	20	28	64	2	55	0	54	0	46	0	50	1	28	18	40	20	37	0	62	0	40	0	68	0	42	4	37	0
cell105	0	52	51	0	44	1	53	0	41	1	57	0	39	0	44	0	58	1	56	0	51	0	40	3	48	0	43	0	60	0
cell106	0	50	40	15	38	0	51	0	46	0	50	0	33	18	51	0	44	2	56	0	49	5	39	8	57	0	56	0	52	0
cell107	0	49	0	53	51	0	59	0	60	0	50	11	47	0	52	0	44	0	30	27	29	18	46	0	37	12	50	1	49	0
cell108	0	48	44	12	58	0	54	0	58	1	55	6	25	23	44	0	49	0	54	0	37	0	51	0	63	1	36	0	38	0
cell109	0	55	33	11	53	0	51	0	56	0	56	0	40	0	12	29	51	3	63	0	52	1	58	0	44	0	30	16	44	1
cell110	1	52	9	48	15	31	40	0	10	36	43	0	47	0	52	0	54	0	39	2	33	0	45	0	43	0	50	0	17	29
cell111	0	54	12	44	9	43	60	3	44	3	43	0	57	0	50	6	55	2	49	0	47	0	43	0	48	1	50	0	41	6
cell112	0	42	5	35	57	0	52	2	47	1	49	0	42	0	49	0	58	1	19	31	22	22	54	0	38	6	54	1	64	0
cell113	0	50	52	5	49	0	48	0	53	0	43	0	45	0	48	0	52	3	59	1	69	0	46	0	53	0	62	0	55	2
cell114	0	61	5	32	34	11	59	0	34	13	34	1	39	0	40	3	52	0	48	1	48	0	39	0	39	0	69	0	49	0
cell115	2	49	12	40	62	2	44	0	55	0	49	1	47	0	43	0	48	0	28	25	55	10	39	0	35	21	39	0	56	0
cell116	0	58	13	37	41	0	52	0	39	0	28	29	49	2	70	0	59	0	45	0	51	0	36	7	48	0	47	2	48	0
cell117	0	43	17	27	59	0	43	0	50	0	43	0	45	0	63	1	45	0	28	12	46	0	50	0	53	3	46	0	49	0
cell118	1	46	26	24	29	25	54	0	40	5	45	0	52	0	37	2	52	0	42	0	55	1	58	0	55	0	54	0	54	0
cell119	0	40	0	44	15	34	42	0	16	24	44	0	49	0	57	0	46	0	42	3	47	0	43	0	44	0	58	0	27	8
cell120	0	46	5	45	54	6	46	0	55	0	48	0	43	1	42	1	66	0	10	42	34	11	55	0	48	9	61	0	42	4
cell121	0	64	26	42	29	13	56	6	37	3	46	1	45	0	58	0	50	1	52	0	58	0	45	0	56	0	57	0	65	0
cell122	1	47	6	39	35	0	53	0	63	0	52	0	46	1	51	0	57	2	17	44	30	23	40	0	40	6	59	0	52	0
cell123	0	54	10	34	48	0	52	0	36	2	28	15	42	9	57	0	62	0	47	6	47	0	47	0	44	0	49	0	60	0
cell124	0	50	38	11	47	0	44	0	46	0	38	0	58	0	12	49	38	15	49	0	52	0	44	0	49	1	45	2	48	0
cell125	0	57	8	40	30	5	55	0	52	0	53	0	58	0	40	0	48	0	51	0	41	0	38	0	42	0	44	0	50	0
cell126	0	38	6	52	25	30	69	1	32	7	43	0	35	0	43	0	43	0	42	0	45	0	50	0	51	0	47	0	36	0
cell127	1	42	32	15	53	0	60	0	50	1	62	0	53	2	51	0	55	0	46	0	50	0	45	0	53	0	57	0	38	0
cell128	0	58	16	30	35	6	50	0	45	0	50	0	45	0	50	0	43	0	48	0	41	0	48	0	41	0	46	0	51	5
cell129	1	37	56	7	56	0	52	0	54	0	53	2	50	1	44	0	57	7	53	0	43	2	64	4	61	0	47	0	56	0
cell130	1	53	13	36	52	0	45	2	51	2	56	0	50	0	55	0	45	0	11	42	44	17	54	1	43	0	46	0	42	0
cell131	0	51	48	0	66	0	49	2	42	0	58	0	59	0	44	0	55	1	56	0	38	0	49	4	59	0	57	0	48	0
cell132	0	41	11	40	44	1	52	0	47	0	48	0	51	0	43	0	59	0	32	11	40	0	47	0	44	0	64	0	43	5
cell133	0	56	41	9	56	0	51	0	47	5	44	0	22	30	45	3	48	0	49	0	55	0	42	7	45	0	65	0	59	0
cell134	0	49	31	1	46	2	57	0	45	0	56	0	53	0	47	10	57	0	57	0	40	6	55	0	53	0	40	1	48	0
cell135	0	45	33	21	54	0	56	0	51	1	45	0	54	1	31	23	44	11	60	0	43	0	55	0	42	0	51	0	68	0
cell136	0	48	39	10	47	0	48	0	55	0	53	0	46	0	40	0	60	0	45	0	35	0	51	0	40	0	55	0	47	0
cell137	0	55	26	17	52	2	46	1	48	0	36	8	35	1	25	18	57	0	46	0	52	0	42	3	47	1	49	0	49	0
cell138	1	54	12	24	49	0	44	0	44	0	52	2	44	7	41	0	43	0	52	0	58	0	43	0	43	0	50	0	39	0
cell139	12	44	17	37	31	0	40	0	51	0	49	0	63	0	48	0	54	0	43	0	56	0	50	0	60	0	42	0	58	0
cell140	0	63	38	10	48	0	56	0	51	0	41	0	19	27	60	0	59	0	61	0	49	0	37	3	47	0	49	0	41	0
cell141	0	56	46	1	54	0	57	0	42	0	50	0	57	0	48	1	49	2	50	0	46	4	46	0	43	0	49	0	64	0
cell142	0	45	45	0	60	0	46	0	46	5	48	1	49	0	23	30	56	0	48	0	49	0	51	0	44	0	49	0	55	0
cell143	2	39	25	22	45	2	48	0	51	0	47	0	32	0	41	0	62	0	33	1	55	0	53	2	41	0	48	0	44	1
cell144	0	45	1	38	27	29	57	0	26	23	51	1	54	0	55	0	51	0	59	0	38	0	43	0	58	0	58	0	25	14
cell145	0	45	39	6	48	0	53	0	55	0	56	0	52	3	26	27	44	5	46	0	54	3	48	4	56	0	59	0	40	0
cell146	0	29	13	21	50	0	47	0	55	0	62	0	49	0	34	18	47	2	59	0	65	3	63	0	52	0	55	8	51	0
cell147	0	49	13	16	41	5	54	1	60	0	60	0	16	29	41	5	46	7	53	0	46	0	55	0	49	1	47	1	52	0
cell148	0	47	21	21	54	0	57	0	51	0	51	0	26	18	58	0	43	2	46	0	49	0	37	6	51	0	37	6	49	0
cell149	0	46	7	37	58	0	49	1	45	0	65	0	53	1	51	1	62	0	41	16	36	0	48	0	36	1	50	0	43	0
cell150	0	51	41	0	54	0	47	0	54	0	53	1	48	0	47	5	46	0	44	0	50	0	45	0	49	0	50	0	65	0
cell151	0	60	3	55	29	13	60	4	45	2	53	0	56	0	55	0	52	0	49	0	41	0	46	2	58	0	54	0	56	0
cell152	1	49	33	16	56	0	45	0	43	0	47	0	50	4	24	13	46	0	57	0	38	1	56	0	60	0	47	0	37	0
cell153	0	57	42	13	57	0	42	2	49	0	42	1	42	0	12	34	36	8	47	2	42	0	56	0	47	1	53	7	43	0
cell154	0	53	28	21	57	0	41	3	47	0	45	0	56	1	33	20	44	1	60	0	52	0	46	1	51	0	51	0	48	0
cell155	0	60	7	52	13	33	59	0	48	0	52	0	47	0	44	17	52	0	56	0	66	0	61	0	60	0	56	0	40	0
cell156	0	55	51	0	46	2	48	0	48	0	52	0	48	0	52	2	49	0	45	0	48	0	63	0	45	1	48	0	47	3
cell157	0	49	23	26	47	0	56	0	55	1	52	0	48	6	59	0	51	0	48	0	58	0	54	0	45	0	45	0	44	0
cell158	1	45	55	4	37	0	46	2	44	0	38	0	15	30	63	1	57	0	37	0	58	0	33	25	31	0	51	1	49	0
cell159	0	44	34	11	42	0	36	0	56	0	56	0	49	0	4	58	32	31	42	0	52	2	59	1	42	0	45	0	48	2
cell160	0	54	10	27	60	0	68	0	59	0	47	0	64	0	50	0	51	0	19	36	27	17	47	0	39	18	53	0	51	1
cell161	0	60	21	37	34	8	43	4	50	0	46	0	60	0	50	0	62	0	47	4	38	0	36	0	45	0	51	0	60	0
cell162	1	58	52	3	60	0	39	0	57	0	49	0	47	0	12	36	35	19	51	0	58	0	54	0	52	0	45	0	52	0
cell163	0	44	8	44	53	0	41	0	40	0	59	0	34	0	46	0	51	2	64	0	50	0	59	0	43	0	48	0	58	0
cell164	0	39	24	23	51	1	47	0	50	0	41	0	52	0	53	0	51	0	51	0	48	1	51	0	49	0	55	3	49	0
cell165	0	57	11	39	18	26	42	0	31	24	35	3	51	0	40	3	44	0	46	0	47	0	43	1	50	0	49	1	32	10
cell166	0	64	44	10	54	0	63	0	46	0	48	0	27	13	45	0	52	0	41	6	59	0	54	0	41	0	47	0	43	0
cell167	0	44	11	43	56	0	26	22	54	0	54	0	57	7	37	0	57	0	46	0	42	1	45	0	53	0	46	0	65	0
cell168	0	53	44	3	54	0	56	0	45	0	53	0	27	16	38	1	47	0	42	0	63	0	30	20	44	2	62	0	50	0
cell169	0	52	41	2	49	10	43	0	48	0	45	0	52	0	35	14	30	15	48	0	50	0	43	11	43	0	37	1	46	0
cell170	0	58	16	42	48	15	52	0	46	8	46	1	47	0	69	0	61	0	41	1	53	1	52	0	50	0	42	0	48	5
cell171	0	50	39	19	46	0	55	0	51	0	64	0	61	0	40	0	51	0	40	20	64	0	54	2	53	0	50	0	49	0
cell172	3	44	10	37	19	31	45	0	21	46	40	0	51	0	52	0	49	0	48	2	42	0	58	0	51	0	62	0	35	12
cell173	0	50	7	57	41	0	51	0	44	0	51	0	50	0	49	0	47	0	20	21	43	5	37	0	32	4	55	2	50	0
cell174	0	55	3	48	43	0	59	0	56	0	51	0	46	0	49	0	47	0	19	30	43	10	44	0	33	4	45	3	55	0
cell175	2	50	51	1	41	0	58	0	47	6	60	0	52	0	18	41	50	11	39	7	51	0	46	0	47	0	46	12	50	0
cell176	0	36	32	16	33	0	58	0	52	0	51	4	31	14	47	0	48	0	56	0	48	0	49	0	48	0	65	0	50	0
cell177	0	51	8	40	49	0	57	0	52	2	38	1	58	0	52	0	41	1	36	19	39	16	57	2	52	0	61	0	59	1
cell178	0	63	24	33	26	24	37	3	37	19	41	0	44	1	51	0	49	0	54	0	62	7	52	0	36	6	57	1	41	10
cell179	0	58	42	0	48	2	47	0	60	0	53	1	41	0	50	0	43	1	43	0	59	0	37	0	43	0	58	0	52	0
cell180	2	42	4	51	5	39	34	0	21	32	45	0	49	0	43	0	44	3	45	0	54	0	38	0	51	0	51	2	51	3
cell181	0	39	37	10	48	10	41	0	45	5	54	0	59	0	46	0	50	0	45	0	49	3	43	1	47	0	45	0	56	0
cell182	0	53	0	46	26	23	46	0	47	0	50	0	59	0	53	0	41	0	51	0	54	0	47	0	42	0	48	0	53	0
cell183	0	53	46	2	38	0	50	0	36	1	56	0	53	0	21	45	17	24	46	0	53	0	55	0	43	0	56	0	40	0
cell184	0	54	7	43	46	1	45	1	56	0	29	32	47	4	49	0	53	0	48	0	58	0	42	0	52	0	44	2	54	0
cell185	0	52	22	31	34	4	47	1	41	3	56	0	50	0	51	0	44	0	38	0	53	0	61	1	69	0	47	0	43	0
cell186	0	47	57	0	38	0	45	0	51	0	53	0	36	0	55	0	44	0	48	5	58	0	44	0	46	0	46	0	52	0
cell187	0	47	17	43	49	1	68	0	56	3	53	0	40	6	33	8	40	0	51	0	47	3	51	0	48	0	57	0	45	1
cell188	2	43	34	15	48	1	48	0	60	2	43	0	65	0	50	0	53	0	49	0	50	0	47	0	52	0	51	0	48	0
cell189	0	49	52	0	49	0	41	0	51	0	60	0	38	0	50	0	49	0	52	0	58	0	36	5	35	0	47	0	50	1
cell190	0	39	11	35	19	42	61	0	35	19	47	0	37	1	55	0	37	0	42	1	60	0	47	0	54	2	49	5	49	1
cell191	0	43	3	40	41	17	49	0	44	0	54	0	51	0	62	0	49	1	51	0	49	0	38	0	43	0	40	0	60	0
cell192	3	40	41	13	24	20	46	0	34	1	35	0	49	0	48	0	52	0	45	0	38	0	50	0	41	0	44	1	64	0
cell193	1	45	31	3	61	0	53	2	58	0	46	0	48	1	27	18	33	17	37	7	43	0	50	0	41	1	62	0	58	0
cell194	0	59	5	49	42	0	56	0	33	1	54	2	38	0	58	2	55	0	10	59	39	0	52	0	49	0	51	0	45	1
cell195	0	46	39	18	56	0	51	0	50	4	43	0	60	1	56	0	57	0	45	0	49	0	31	0	52	0	49	0	68	0
cell196	2	40	16	31	54	0	8	36	60	1	43	0	49	7	38	0	54	0	52	0	51	0	50	0	45	0	46	0	41	1
cell197	0	57	2	48	45	0	38	0	43	0	47	0	37	8	46	0	49	0	4	48	51	2	49	1	49	0	49	0	38	0
cell198	13	46	9	41	60	0	52	0	50	0	47	0	67	5	55	0	44	0	24	38	38	15	62	1	54	0	52	0	48	0
cell199	0	47	5	43	43	11	48	0	49	0	56	0	44	6	37	1	48	0	51	0	45	0	47	0	51	0	52	0	60	0
cell200	4	53	5	45	7	49	39	0	42	13	50	0	51	0	54	0	56	0	44	0	46	0	39	7	51	0	50	1	41	10
cell201	0	59	22	24	52	1	48	1	55	0	49	0	34	17	57	0	50	0	49	0	52	0	25	24	43	0	51	0	39	7
cell202	0	52	45	0	51	0	55	0	46	0	43	2	41	0	59	2	56	0	38	0	42	0	33	1	59	0	46	0	51	0
cell203	0	45	24	24	50	3	51	0	55	0	48	0	45	0	38	14	40	8	60	0	53	0	53	4	54	0	60	0	47	0
cell204	0	56	8	48	31	15	49	0	44	0	55	1	48	0	56	0	52	0	50	3	49	0	66	0	42	1	51	0	41	0
cell205	0	38	17	35	44	0	63	2	38	3	57	0	42	0	29	12	55	0	51	0	59	0	50	1	59	0	54	0	44	0
cell206	0	45	37	2	40	2	47	0	51	0	40	0	43	0	24	25	47	6	51	0	40	0	45	0	37	4	42	0	38	0
cell207	0	54	66	0	37	8	57	0	49	0	59	0	54	0	52	0	44	0	38	0	49	0	60	0	57	0	53	0	43	0
cell208	0	49	28	19	59	1	50	8	46	0	67	0	32	17	53	0	51	0	54	0	46	0	44	2	51	0	56	0	48	3
cell209	0	43	26	29	55	0	45	0	35	0	62	4	12	33	53	0	53	0	50	0	53	0	52	0	46	2	54	0	43	0
cell210	0	55	9	45	3	49	47	0	26	22	51	0	47	0	43	0	41	0	43	0	47	1	50	1	47	0	50	0	27	11
cell211	2	42	35	10	55	0	50	1	60	0	57	0	25	19	61	0	45	0	58	0	55	1	38	10	60	0	48	0	58	1
cell212	0	58	50	6	46	0	40	0	60	0	54	3	60	0	45	12	46	0	43	0	55	0	56	0	53	2	53	0	52	0
cell213	0	40	31	23	24	15	52	0	55	0	64	0	54	0	51	0	56	1	43	0	61	0	45	0	51	1	45	4	51	4
cell214	3	45	37	15	49	15	42	0	50	0	41	0	51	3	47	1	55	0	44	0	52	0	53	0	31	0	41	0	53	1
