	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell41	0	51	20	26	53	0	64	0	53	0	37	7	49	1	40	18	48	0	44	0	45	0	51	0	44	1	45	0	51	2
cell42	0	64	36	31	54	0	56	0	57	0	35	16	52	0	30	12	54	0	44	0	60	0	57	0	46	0	49	0	56	0
cell43	1	56	47	0	40	8	65	0	42	2	60	0	59	1	52	2	46	20	70	0	47	0	47	0	53	0	54	0	64	0
cell44	3	45	30	26	51	0	44	0	38	12	55	0	47	0	57	0	52	3	50	0	34	25	42	0	51	3	49	2	51	0
cell45	3	49	4	48	40	0	44	0	31	25	45	9	58	0	44	0	60	0	52	0	37	7	41	0	49	0	54	0	52	0
cell46	0	64	11	26	41	0	56	0	31	28	44	0	44	2	46	0	55	0	46	0	59	0	57	0	46	0	50	3	64	0
cell47	0	46	12	49	43	2	56	3	56	0	29	7	37	15	58	2	45	0	59	0	57	1	34	0	55	4	46	0	40	1
cell48	0	53	57	0	22	27	43	2	44	0	41	0	49	0	50	0	53	0	44	0	42	0	57	1	58	0	65	0	52	0
cell49	0	32	37	8	46	0	57	4	47	0	15	34	52	1	60	0	50	0	14	35	43	0	52	2	51	0	50	0	54	0
cell50	0	45	10	31	52	0	30	9	50	0	45	2	44	6	60	0	63	0	49	2	68	0	57	2	40	6	45	0	53	0
cell51	0	42	0	41	48	4	51	0	14	33	52	0	45	0	43	0	43	2	44	0	28	13	58	4	53	0	46	3	44	1
cell52	0	54	32	22	55	0	49	2	63	0	20	38	46	0	46	0	59	0	44	17	46	0	53	4	48	0	44	2	48	0
cell53	0	42	50	0	9	33	47	0	41	1	52	0	48	0	47	0	46	11	56	0	53	0	47	0	49	2	48	0	46	0
cell54	5	49	42	0	47	1	51	1	47	0	16	36	64	1	35	16	40	0	49	0	41	0	52	0	49	0	73	0	56	0
cell55	0	60	27	17	60	1	34	14	52	0	24	17	58	0	47	0	41	0	21	36	47	1	44	15	57	0	48	0	56	1
cell56	0	60	37	11	48	0	48	5	55	0	32	17	48	1	59	0	50	6	34	9	53	0	48	4	50	0	53	0	55	1
cell57	0	45	21	25	53	1	41	6	52	0	28	20	39	4	49	0	44	0	49	0	49	0	44	0	43	9	47	0	47	0
cell58	0	52	37	32	55	0	49	10	42	0	41	19	38	1	51	1	47	4	59	0	61	0	49	0	34	18	41	0	66	0
cell59	0	60	15	18	41	6	48	10	55	1	25	11	53	0	46	0	45	0	24	19	49	0	43	1	44	0	57	1	48	0
cell60	0	35	6	43	55	0	31	17	52	0	51	5	42	10	51	2	54	0	53	0	44	0	53	0	42	5	48	0	38	2
cell61	5	41	40	0	57	0	51	0	37	1	48	0	50	0	50	0	53	0	53	0	47	2	64	0	41	0	47	0	57	0
cell62	3	41	20	27	42	0	43	2	45	3	40	7	24	21	61	0	46	1	41	6	52	0	46	0	40	1	52	1	60	0
cell63	0	44	53	0	26	26	50	0	52	0	51	0	62	0	42	1	50	0	57	2	38	0	53	0	52	0	52	0	52	0
cell64	1	44	56	0	46	0	60	0	51	0	4	45	42	0	49	1	53	0	40	0	52	0	50	0	52	0	53	0	10	29
cell65	0	55	40	10	51	0	39	0	59	0	25	20	50	0	45	4	55	0	43	0	51	0	52	0	43	7	48	1	41	21
cell66	0	40	50	0	36	10	45	0	51	0	50	0	52	0	41	0	12	20	42	9	53	0	65	0	44	0	47	0	47	0
cell67	3	43	37	8	48	0	44	1	45	0	45	10	52	0	52	0	53	0	43	0	58	1	52	0	61	0	42	0	48	0
cell68	0	35	35	17	56	1	60	0	65	0	14	24	47	0	46	0	52	8	41	0	59	0	48	0	49	0	53	0	38	0
cell69	0	54	38	5	34	0	49	0	64	0	13	36	53	0	55	0	51	0	62	0	42	0	44	0	45	0	55	1	19	27
cell70	0	44	35	10	52	0	38	0	54	0	25	22	52	1	40	18	40	0	36	4	41	0	49	1	50	0	53	2	47	0
cell71	1	42	37	0	31	15	55	0	39	1	42	0	47	0	46	0	49	0	45	1	56	1	45	1	33	0	46	4	46	0
cell72	0	46	43	0	49	0	42	0	45	0	56	0	51	0	49	0	43	0	48	0	40	0	40	0	40	0	52	3	49	1
cell73	0	57	29	30	46	0	47	9	47	0	47	2	42	2	48	0	46	0	52	0	55	0	43	0	50	0	57	0	48	0
cell74	0	65	45	1	46	0	47	0	42	0	42	0	41	0	60	1	49	0	60	0	45	0	56	0	51	0	46	1	47	0
cell75	3	49	19	23	59	0	52	0	54	0	32	19	50	0	46	2	55	0	53	0	41	0	46	0	52	2	52	0	43	0
cell76	3	60	22	33	49	0	35	15	43	0	43	1	52	0	51	0	42	0	54	0	41	0	60	0	57	0	41	3	62	2
cell77	0	44	24	23	57	0	56	0	42	5	38	14	57	0	49	0	36	0	49	0	51	0	41	1	50	0	46	0	38	4
cell78	0	44	34	34	50	0	31	16	35	0	47	7	49	0	50	0	45	7	55	0	53	0	62	0	47	3	50	4	44	0
cell79	0	52	34	24	54	0	45	0	38	0	39	20	47	0	36	0	55	1	48	1	50	0	50	0	52	0	47	0	49	0
cell80	0	50	30	22	50	1	43	9	47	0	21	24	52	0	60	0	58	0	33	16	37	0	42	12	47	0	50	0	48	0
cell81	0	48	26	25	47	0	29	27	56	0	50	0	28	15	46	0	52	0	50	0	57	0	41	0	51	0	46	0	45	0
cell82	0	52	51	0	59	0	50	0	44	2	50	0	59	0	49	0	44	1	62	0	63	0	50	0	45	0	39	0	46	0
cell83	0	53	11	30	59	0	47	0	15	29	49	0	48	0	49	1	57	0	69	0	44	7	48	0	42	0	50	0	43	0
cell84	0	41	27	23	46	0	54	0	60	0	31	25	48	0	34	0	38	0	49	0	49	7	46	0	55	0	58	0	43	15
cell85	0	52	42	0	42	7	55	3	48	0	39	0	59	0	51	0	17	35	42	1	47	0	54	0	58	4	62	0	42	0
cell86	0	46	40	11	32	0	64	2	51	1	38	0	47	0	62	0	48	0	57	0	49	0	52	0	47	0	42	0	49	2
cell87	0	62	28	25	55	0	52	0	47	1	24	20	50	0	44	0	44	0	42	0	52	0	52	0	51	0	54	0	43	0
cell88	0	56	58	0	58	0	43	0	57	0	51	7	58	0	63	0	49	0	41	10	56	0	54	1	29	1	53	0	55	0
cell89	0	57	30	23	68	0	51	0	55	0	26	17	52	0	41	4	58	0	53	0	41	0	52	0	55	0	50	0	51	0
cell90	0	56	39	2	40	0	41	0	37	0	31	20	42	0	45	0	48	1	64	2	63	0	59	0	51	0	43	0	31	17
cell91	0	61	32	11	59	0	52	14	46	0	15	32	47	0	43	0	49	1	28	20	48	0	58	0	58	0	50	0	49	0
cell92	0	41	48	0	52	0	61	0	53	0	55	0	57	0	45	0	47	0	42	0	49	0	40	13	51	0	45	0	47	0
cell93	0	39	10	38	45	0	42	0	33	27	44	0	61	0	46	0	55	0	57	0	53	0	54	0	55	0	48	0	58	0
cell94	0	44	23	25	40	0	58	0	47	1	24	21	48	0	47	0	52	1	44	0	53	0	48	0	34	0	51	0	56	0
cell95	2	36	24	19	47	0	34	15	49	0	26	19	42	12	43	0	48	0	60	0	50	0	37	3	54	0	68	0	36	0
cell96	0	51	45	0	33	23	65	0	53	0	59	0	48	0	49	0	50	0	46	5	44	0	45	3	58	0	43	3	50	0
cell97	0	56	49	0	52	0	41	0	56	1	56	0	63	0	52	2	60	0	38	0	52	0	54	0	53	0	42	0	48	2
cell98	0	50	28	10	58	0	42	0	52	0	39	7	51	0	49	0	53	0	44	0	49	0	45	4	47	0	41	0	61	3
cell99	0	45	55	0	44	9	46	0	53	0	54	0	44	0	56	1	35	13	53	0	51	1	47	0	48	0	49	0	39	0
cell100	0	52	35	25	51	3	44	0	50	9	38	11	49	1	39	0	39	0	57	0	40	1	63	0	45	0	54	0	44	6
cell101	0	52	10	44	63	4	58	0	4	43	48	0	51	0	36	6	35	0	55	0	32	10	59	0	52	0	38	2	48	0
cell102	0	46	28	13	64	0	47	0	45	0	39	9	63	2	47	1	53	0	56	0	56	0	49	0	42	0	49	1	43	0
cell103	0	60	14	32	54	0	61	0	33	10	33	1	58	0	54	0	52	0	53	0	34	16	53	1	42	0	43	0	52	0
cell104	0	51	10	43	59	0	55	0	67	0	45	0	42	5	51	1	42	0	52	2	30	3	51	0	41	0	46	0	41	0
cell105	0	67	3	37	46	0	43	9	30	13	42	0	48	0	52	0	46	0	43	5	47	0	56	0	52	1	40	0	51	1
cell106	0	42	22	12	54	4	43	1	57	3	60	0	50	1	44	0	60	0	49	0	56	2	47	0	53	1	41	0	51	0
cell107	0	60	46	2	18	23	55	0	47	0	55	0	49	0	47	0	59	0	43	0	51	0	46	2	48	0	47	0	59	0
cell108	0	54	43	1	51	0	48	0	53	0	15	31	46	0	54	0	48	0	51	0	37	0	46	0	47	0	44	5	37	10
cell109	0	64	5	34	42	0	62	0	12	40	51	0	46	0	58	2	54	0	32	0	19	34	51	6	44	1	13	40	45	2
cell110	0	62	41	0	39	0	53	0	58	0	51	0	44	2	46	0	47	0	50	0	46	0	55	1	41	0	59	0	37	2
cell111	0	47	24	23	45	0	54	9	46	0	41	12	57	0	62	0	47	0	40	2	48	0	51	0	59	0	50	1	54	0
cell112	0	60	15	51	53	0	52	0	22	32	40	0	48	0	42	1	45	0	56	0	26	14	47	0	61	0	39	15	63	0
cell113	0	48	43	6	41	0	54	0	45	0	17	31	47	4	51	0	36	15	45	0	41	0	43	2	28	22	40	0	52	0
cell114	0	63	58	0	55	0	34	0	50	0	52	0	56	2	54	0	45	0	47	0	50	3	53	8	47	4	56	0	52	0
cell115	0	51	26	29	40	0	43	2	52	0	37	14	40	17	50	0	42	0	58	0	53	1	42	2	61	4	58	0	46	0
cell116	0	58	25	27	43	0	48	2	51	0	34	23	50	0	47	0	60	0	51	0	41	2	52	0	51	0	57	0	63	0
cell117	3	45	4	39	47	0	50	0	14	49	55	0	40	0	53	1	55	0	61	0	49	7	54	0	63	0	58	0	53	0
cell118	2	40	51	5	50	1	51	0	59	0	28	28	41	0	36	6	53	2	38	0	49	0	57	0	62	0	52	1	39	0
cell119	0	57	26	27	49	0	39	2	42	0	15	33	45	0	44	0	50	0	28	17	49	0	55	0	51	5	56	0	45	0
cell120	0	52	12	45	42	0	71	0	22	37	53	0	54	0	48	1	39	0	38	2	41	10	50	0	42	0	56	0	55	0
cell121	0	46	48	0	41	0	58	0	54	1	60	0	45	0	47	0	46	0	53	0	61	0	38	1	43	0	54	0	41	1
cell122	0	60	4	46	42	0	30	23	37	0	39	11	65	0	46	0	53	0	46	0	62	0	51	0	43	1	53	0	54	0
cell123	5	47	51	0	35	24	46	0	41	0	40	0	52	4	53	0	47	9	37	0	41	0	55	0	37	1	53	0	39	0
cell124	0	48	25	24	49	0	44	16	46	1	33	11	52	2	56	0	51	4	48	1	50	1	45	0	38	8	48	0	47	0
cell125	1	54	59	0	10	37	64	0	52	0	39	0	48	0	54	0	35	10	46	0	60	0	53	0	51	1	42	0	55	0
cell126	0	58	48	0	52	2	65	0	47	0	65	0	42	0	47	0	49	1	55	0	45	0	56	0	52	0	51	0	53	0
cell127	9	47	48	15	54	0	50	0	50	0	20	21	36	1	43	7	64	0	57	1	42	0	59	0	63	0	49	0	49	0
cell128	0	47	15	30	53	0	58	2	57	0	47	3	48	0	54	1	47	0	49	4	39	0	49	0	53	0	49	0	50	0
cell129	0	58	27	34	49	0	50	2	51	0	40	12	60	0	46	0	61	0	53	1	38	0	53	0	47	0	38	0	40	0
cell130	0	43	33	7	46	0	55	0	38	14	38	0	55	2	40	0	40	0	40	0	46	0	45	1	52	0	49	0	55	0
cell131	0	48	18	28	50	0	32	9	44	0	49	4	49	12	49	12	39	1	49	1	36	0	54	0	36	7	56	0	55	0
cell132	0	46	52	0	45	0	51	0	47	4	53	0	52	0	53	0	52	0	48	2	43	1	28	3	54	3	52	0	51	0
cell133	0	40	2	52	53	0	47	5	46	0	45	3	40	16	47	0	48	0	39	0	36	0	61	0	45	2	62	0	47	1
cell134	0	47	22	31	43	0	44	1	47	1	35	16	35	11	64	0	47	0	53	1	61	0	62	0	46	4	45	0	51	0
cell135	1	40	15	20	57	0	50	3	33	21	49	3	38	1	57	0	55	0	41	0	36	0	37	1	46	0	51	0	59	0
cell136	0	50	24	23	55	0	54	0	44	12	69	0	64	0	48	0	46	0	45	0	35	6	48	0	46	1	60	0	46	0
cell137	0	44	11	46	47	0	16	20	42	0	48	2	52	0	52	0	58	0	38	7	49	0	58	0	40	0	48	0	54	0
cell138	0	60	32	16	51	0	32	6	59	0	29	22	38	0	45	0	54	0	34	7	49	0	52	0	55	0	58	0	55	0
cell139	0	55	39	13	64	0	58	0	52	0	58	1	55	0	48	0	46	0	54	0	41	0	56	0	58	0	55	0	47	0
cell140	0	57	13	29	55	0	51	5	55	0	26	20	36	0	58	0	53	1	24	19	45	0	34	15	65	1	50	0	48	0
cell141	0	43	21	34	62	0	52	0	26	27	50	4	47	0	42	0	55	0	42	0	50	0	42	0	50	1	49	0	50	0
cell142	0	53	42	7	66	0	55	0	45	0	39	0	49	0	58	0	50	4	36	1	47	0	43	0	48	0	48	0	48	0
cell143	0	49	21	33	48	0	44	16	41	0	34	12	42	0	49	0	56	0	33	10	46	1	50	2	44	0	57	3	52	0
cell144	0	41	46	6	53	0	52	1	69	0	38	18	40	0	50	0	49	1	32	10	46	0	41	0	53	0	46	0	51	0
cell145	0	42	4	48	42	2	41	0	5	52	62	0	44	0	51	0	50	1	53	0	27	28	41	0	56	0	19	14	60	0
cell146	0	47	25	24	69	0	38	3	48	0	31	4	45	6	54	0	45	0	47	0	49	0	40	0	51	5	52	2	43	1
cell147	0	51	17	45	51	0	48	1	13	19	47	0	55	5	33	4	50	0	39	0	30	24	51	0	43	0	48	11	56	0
cell148	10	39	23	23	44	0	54	0	47	1	40	2	58	0	37	5	43	0	61	0	48	0	52	0	42	0	42	0	48	0
cell149	0	65	19	11	60	0	44	4	46	0	35	15	41	2	53	0	39	0	43	12	45	7	39	0	50	0	44	0	70	0
cell150	0	38	33	11	48	0	59	0	57	0	57	0	56	0	51	0	39	0	46	0	58	0	57	0	51	0	51	0	42	0
cell151	0	49	47	1	34	21	52	1	32	0	52	0	44	0	56	0	43	0	54	1	49	0	51	0	60	0	63	0	55	0
cell152	0	66	37	8	42	0	33	25	52	0	19	31	51	0	55	0	47	0	21	28	46	0	45	0	58	0	44	2	52	0
cell153	1	36	23	33	37	0	54	0	35	24	48	0	47	6	42	0	67	0	43	0	60	4	53	2	36	2	40	3	44	0
cell154	0	54	46	3	50	0	60	0	44	0	15	23	54	0	43	1	60	0	54	0	44	0	55	0	60	0	27	0	41	7
cell155	0	56	33	19	36	3	44	1	42	0	11	49	62	0	56	0	55	0	67	0	38	0	56	0	52	0	54	0	40	15
cell156	0	61	16	18	48	0	38	0	35	13	54	0	45	0	61	0	54	0	43	0	37	10	52	0	36	0	42	1	41	0
cell157	0	51	26	20	50	0	45	1	55	0	32	9	49	13	52	0	36	4	53	0	55	1	42	0	43	0	53	0	50	0
cell158	0	49	9	47	50	0	44	0	42	4	46	0	52	1	48	0	48	0	32	0	44	4	42	1	52	0	36	4	46	0
cell159	3	52	37	0	48	2	37	0	50	0	54	0	44	0	51	0	11	21	46	0	58	0	55	1	54	0	40	0	51	0
cell160	1	58	0	41	58	0	43	1	19	26	45	0	34	0	57	0	38	1	51	0	47	11	41	0	49	0	49	0	44	1
cell161	0	57	37	8	45	0	44	13	62	0	23	21	52	0	31	0	44	0	31	28	40	0	50	0	48	0	39	0	61	0
cell162	0	48	31	22	61	0	46	7	50	10	50	0	55	0	49	2	40	4	46	0	49	0	52	0	56	1	46	0	49	0
cell163	0	46	24	21	38	2	35	11	39	0	45	2	53	5	48	0	41	0	59	0	40	1	44	0	43	0	52	0	44	0
cell164	0	46	48	3	48	0	50	2	50	3	24	28	37	0	68	0	51	0	34	9	35	8	38	16	64	0	47	0	46	0
cell165	1	41	36	13	40	0	33	12	54	0	17	31	52	0	46	0	56	0	26	21	49	0	56	1	45	3	58	1	49	0
cell166	1	34	31	20	61	0	35	9	66	0	34	0	46	5	54	1	35	0	55	2	57	0	48	0	52	1	48	0	48	0
cell167	2	40	16	21	57	0	36	25	62	0	36	16	44	0	54	0	53	4	34	13	50	3	49	6	38	5	47	0	43	0
cell168	0	41	18	29	36	0	51	0	21	9	49	0	48	0	56	0	40	3	46	2	58	0	48	0	66	1	56	0	53	3
cell169	0	48	5	43	46	1	45	0	17	29	50	0	40	0	49	0	45	1	59	0	23	33	54	0	61	0	35	10	49	2
cell170	0	55	40	0	44	3	46	0	67	0	58	0	65	0	51	0	42	19	57	0	51	1	54	0	44	2	56	2	52	0
cell171	0	49	45	0	44	7	67	1	47	0	59	0	36	0	49	0	42	7	40	0	61	0	51	0	44	0	46	0	42	0
cell172	0	47	51	4	49	0	58	0	51	0	16	36	49	0	41	3	47	0	34	0	48	0	48	0	47	0	43	1	38	0
cell173	0	48	43	14	51	0	45	0	49	1	39	4	51	1	53	0	49	1	40	0	42	0	45	0	44	0	46	1	46	0
cell174	0	62	6	31	61	0	44	1	38	0	52	0	49	0	56	0	36	0	48	0	46	9	61	0	58	0	53	2	47	0
cell175	0	46	27	18	49	1	29	0	55	0	29	14	62	0	54	0	54	0	44	0	43	1	58	0	45	0	51	2	62	0
cell176	0	55	43	8	43	0	69	4	45	0	40	17	52	0	45	3	45	0	48	0	55	2	44	0	44	3	49	0	52	0
cell177	0	42	21	38	55	0	28	10	53	0	32	17	50	7	36	0	42	0	41	2	56	0	46	2	52	5	44	0	52	0
cell178	0	46	33	17	43	1	46	4	44	0	44	7	52	9	34	3	61	0	42	0	60	0	55	0	48	0	49	0	55	1
cell179	0	41	6	35	47	0	53	4	10	35	53	0	53	3	50	0	47	0	44	0	40	18	51	0	34	0	62	1	48	0
cell180	0	48	17	32	59	2	46	0	35	18	43	1	48	0	48	1	51	0	35	1	46	13	47	1	49	0	48	0	60	0
cell181	1	71	18	21	51	0	57	0	44	0	25	27	42	1	36	8	69	0	37	3	39	1	46	1	54	0	40	0	49	0
cell182	0	53	57	0	29	13	49	0	45	0	48	0	41	0	41	0	31	14	44	0	55	1	56	0	43	0	49	0	43	0
cell183	1	40	54	7	46	0	68	2	51	1	13	26	41	1	44	0	49	0	42	0	36	3	73	0	61	0	42	3	59	0
cell184	0	52	29	9	48	0	62	0	57	0	10	50	61	0	51	2	37	0	64	0	43	0	51	0	59	0	41	0	24	23
cell185	0	46	35	15	51	0	46	9	46	0	43	24	51	0	57	0	41	0	54	0	50	0	57	0	49	8	58	0	48	0
cell186	0	33	43	14	47	0	38	11	59	0	21	24	39	0	45	0	51	0	55	4	55	0	41	12	48	0	55	0	66	0
cell187	4	55	52	1	51	0	59	0	34	1	37	15	61	0	42	2	51	0	46	0	53	0	52	0	56	0	48	0	39	0
cell188	0	55	57	2	53	0	61	1	49	0	51	7	54	0	52	1	40	0	58	1	48	0	39	7	55	0	50	0	46	4
cell189	0	45	14	35	43	5	34	5	49	15	27	4	53	0	50	0	52	1	58	0	33	1	47	1	51	0	48	0	51	0
cell190	0	50	35	17	50	0	48	4	40	2	29	18	41	12	53	0	53	0	50	0	40	0	62	0	49	2	59	0	44	11
cell191	0	49	46	1	26	14	54	0	53	0	47	0	47	0	47	0	46	0	52	0	49	0	47	0	44	0	46	0	46	0
cell192	3	45	58	1	51	0	45	1	50	0	6	30	52	0	58	0	53	0	47	0	60	0	54	0	44	1	57	0	53	1
cell193	0	44	51	0	32	17	62	0	64	2	36	1	49	0	35	0	36	18	49	0	46	0	47	0	50	0	51	0	52	0
cell194	0	57	40	30	58	0	42	1	47	0	41	16	55	2	41	0	49	2	43	0	43	0	51	0	39	5	56	0	49	0
cell195	0	38	46	0	19	35	50	0	43	0	66	0	46	1	47	1	41	6	42	0	45	0	49	0	46	0	32	0	53	2
cell196	0	42	30	15	52	0	39	14	58	4	29	15	46	0	41	0	57	0	49	11	53	0	45	0	45	0	56	0	47	0
cell197	1	58	11	41	62	0	33	0	59	1	61	0	48	1	51	0	48	1	42	2	63	0	62	0	52	0	45	0	36	0
cell198	1	50	7	33	40	0	55	0	38	38	52	0	56	1	47	0	39	5	44	0	47	0	45	0	40	0	42	0	44	0
cell199	1	50	25	19	52	2	51	0	52	0	33	19	42	10	51	9	56	0	63	0	49	0	48	2	42	2	50	0	56	0
cell200	0	44	45	8	41	0	56	1	58	0	21	12	61	0	49	0	46	0	42	3	48	0	48	0	48	0	38	2	51	0
cell201	2	48	11	40	48	0	52	0	46	2	58	0	40	19	36	0	44	0	51	0	49	0	54	3	45	0	50	0	50	0
cell202	0	54	21	37	45	0	45	0	54	0	45	0	59	0	56	0	57	0	44	0	50	0	56	0	52	0	43	1	52	0
cell203	0	58	17	45	55	0	44	0	22	34	58	0	50	0	42	0	57	0	41	2	44	2	45	0	53	0	48	0	45	0
cell204	0	43	22	24	54	0	46	6	53	0	37	12	39	19	37	0	47	0	62	0	51	0	53	3	56	0	51	0	52	0
cell205	0	55	48	4	45	0	59	3	51	0	37	12	57	0	41	1	50	0	53	0	47	2	48	0	64	0	51	0	37	8
cell206	0	44	0	51	44	1	61	0	24	16	45	0	40	0	55	0	46	0	49	0	35	10	54	0	51	0	33	8	41	0
cell207	2	52	48	0	44	0	50	0	61	0	57	0	57	0	51	0	8	42	43	0	54	0	43	0	41	0	59	0	46	0
cell208	0	39	50	0	32	12	43	3	45	0	47	0	45	6	36	0	29	27	41	0	54	0	61	0	47	1	48	0	52	1
cell209	1	43	26	24	47	0	61	12	44	0	52	12	36	9	43	0	54	0	44	0	40	0	40	0	41	1	34	0	54	0
cell210	0	57	30	26	41	1	43	1	63	0	46	4	49	0	57	0	66	0	52	1	54	0	40	0	53	8	42	1	62	0
cell211	0	53	44	0	49	0	42	0	34	0	46	0	58	0	47	0	47	0	60	0	48	0	60	0	52	1	47	0	53	0
cell212	0	37	22	12	44	0	63	0	40	0	35	18	41	0	49	0	53	0	45	0	53	0	34	2	55	0	47	0	44	0
cell213	0	44	48	2	55	0	39	0	40	1	34	9	54	0	59	0	49	0	44	0	36	0	50	0	58	3	53	0	48	1
cell214	0	51	35	11	57	1	36	27	48	2	36	18	69	0	47	0	52	0	37	13	33	0	46	0	43	0	45	1	50	1
