	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell39	0	62	14	32	20	31	56	0	52	0	53	0	40	3	45	0	44	0	51	6	56	0	53	0	43	1	42	0	40	0
cell40	0	51	5	46	41	0	9	40	57	0	17	25	37	19	34	3	39	8	44	0	47	0	44	0	65	0	42	4	45	0
cell41	0	37	15	44	44	2	63	0	20	30	44	0	58	0	38	0	58	0	48	0	56	4	57	1	43	1	67	0	49	0
cell42	0	51	12	46	52	0	47	1	12	29	54	0	41	0	54	5	13	35	56	0	37	13	52	0	50	0	52	5	44	2
cell43	0	49	34	24	59	0	36	16	45	0	34	4	53	3	50	0	29	0	52	0	59	0	42	0	49	0	60	2	61	1
cell44	0	58	8	49	48	0	20	30	46	0	35	17	44	6	45	1	55	0	46	0	54	0	45	0	49	0	47	0	48	1
cell45	0	57	38	15	49	2	53	0	50	0	65	0	45	0	54	0	48	0	37	8	45	0	55	0	57	0	42	3	35	0
cell46	0	40	26	4	50	0	50	0	36	0	43	3	42	4	48	0	37	0	17	26	49	0	47	12	47	0	50	0	46	0
cell47	0	51	23	16	32	18	43	1	48	0	39	2	58	0	53	0	47	0	33	6	46	0	46	1	34	0	52	4	56	0
cell48	0	40	55	0	49	0	55	1	38	1	50	0	56	0	41	4	41	0	58	0	52	0	45	0	49	0	43	0	55	1
cell49	0	50	35	16	53	1	60	0	42	4	54	0	45	1	61	0	61	0	51	1	48	1	43	0	54	5	38	5	52	0
cell50	0	44	13	33	38	1	54	0	45	0	47	0	53	0	47	0	54	0	49	0	44	0	50	0	48	0	45	0	46	3
cell51	0	56	41	0	49	0	28	6	46	0	51	0	48	0	56	0	37	0	50	0	47	6	59	0	56	0	47	0	57	0
cell52	0	57	7	39	51	0	18	36	56	0	13	40	43	8	51	0	54	1	52	0	57	0	55	0	43	0	52	0	44	0
cell53	0	51	10	27	48	0	38	0	5	53	47	0	57	1	47	0	25	23	40	1	21	19	52	1	51	0	55	5	50	0
cell54	0	56	50	3	42	0	53	1	58	0	40	0	47	0	58	1	49	0	51	0	51	0	46	0	44	0	35	1	45	0
cell55	0	42	9	39	44	6	52	0	36	25	49	0	33	3	57	1	38	20	51	0	36	3	55	0	50	0	45	4	40	2
cell56	0	51	28	19	50	0	31	23	48	0	36	20	47	0	58	0	61	0	58	0	52	0	46	0	38	0	56	0	39	14
cell57	0	50	6	39	47	0	39	16	52	0	36	14	50	0	42	7	52	0	43	0	57	0	48	0	55	1	40	0	55	0
cell58	0	51	26	34	44	0	37	0	16	34	49	0	60	0	39	0	26	35	41	4	8	32	55	9	36	0	45	0	44	0
cell59	4	34	15	41	34	0	49	0	34	6	50	0	44	4	54	0	40	8	43	0	55	0	50	0	38	0	51	0	50	0
cell60	0	53	3	51	48	0	42	10	43	0	49	0	52	0	50	0	62	0	33	8	42	0	57	2	52	0	52	0	40	0
cell61	0	53	4	44	62	0	52	0	28	14	44	0	51	2	47	0	39	8	48	3	50	1	51	0	49	0	50	0	59	0
cell62	1	52	17	30	44	2	26	31	45	0	19	31	36	7	55	0	49	0	38	0	43	0	57	0	54	0	34	0	54	0
cell63	0	62	21	22	44	5	40	0	71	0	58	0	46	0	46	0	34	0	17	25	36	0	45	0	49	0	54	0	46	0
cell64	0	51	12	36	37	2	38	23	48	0	21	13	48	0	41	1	47	0	53	0	41	1	44	3	49	4	50	0	45	0
cell65	1	45	58	1	35	0	56	2	47	0	51	0	49	0	41	0	52	0	53	0	46	0	63	1	53	0	46	0	46	0
cell66	0	48	34	19	58	0	48	3	55	0	56	2	52	0	47	0	50	1	38	22	46	0	56	0	45	0	50	0	53	0
cell67	1	42	14	28	49	0	42	6	37	9	46	11	35	0	47	0	41	0	44	2	48	0	56	0	41	0	51	1	48	6
cell68	0	61	0	38	49	0	53	0	32	15	33	0	30	1	47	0	64	1	50	0	39	4	66	0	47	0	49	0	39	0
cell69	0	41	49	3	25	9	60	0	44	1	60	1	51	0	50	0	51	0	25	16	46	0	52	0	61	0	41	0	65	0
cell70	0	52	1	62	46	0	46	0	8	51	50	0	49	0	49	0	38	12	64	0	18	28	49	0	55	0	52	0	65	0
cell71	0	42	3	50	50	0	16	16	50	0	21	30	38	14	47	5	44	0	52	2	64	0	60	0	47	0	49	1	51	0
cell72	0	45	48	0	49	1	49	0	46	0	42	0	63	0	59	0	51	0	45	0	48	0	53	0	66	0	46	0	54	0
cell73	0	46	14	22	46	0	51	0	23	24	49	6	50	0	47	0	26	16	48	0	51	8	52	0	45	0	49	5	53	0
cell74	0	49	5	43	41	0	38	0	5	46	37	0	48	0	57	0	15	25	56	0	23	28	29	21	47	2	58	3	43	0
cell75	0	43	34	19	62	0	23	19	58	1	26	32	49	9	52	0	64	0	38	3	45	0	54	0	48	0	58	0	37	18
cell76	0	52	36	17	53	7	44	0	62	0	57	0	52	0	53	0	48	0	19	32	55	0	46	0	15	23	49	0	52	0
cell77	0	39	2	50	53	0	62	0	36	13	40	0	62	0	50	0	21	28	60	0	35	9	52	1	56	0	60	0	47	0
cell78	0	52	9	38	45	0	57	1	23	24	51	0	46	0	50	0	47	10	47	0	52	5	48	0	52	0	49	0	38	3
cell79	0	44	13	27	39	0	51	1	57	0	51	0	53	1	49	0	48	0	41	0	55	0	60	2	52	0	44	0	46	0
cell80	3	37	9	32	41	0	45	0	51	0	50	0	55	2	52	0	40	0	33	9	47	0	49	0	59	0	52	1	47	2
cell81	0	46	13	27	49	1	19	27	48	0	40	12	36	15	45	10	58	0	57	0	63	2	42	0	42	4	44	0	50	0
cell82	0	48	6	33	46	0	54	0	10	38	63	0	59	0	50	0	7	44	46	0	19	23	40	11	48	0	41	2	38	0
cell83	0	56	3	50	49	0	53	0	2	48	50	0	46	0	53	0	64	3	54	0	54	0	44	0	47	0	53	0	55	0
cell84	0	48	28	21	46	0	58	4	39	12	54	0	57	0	43	0	37	16	55	0	32	18	63	3	50	1	48	3	41	2
cell85	0	57	32	26	46	8	45	0	39	4	58	0	58	0	47	5	63	0	18	36	74	0	49	0	36	9	52	0	49	2
cell86	0	61	21	41	51	0	37	2	8	45	60	0	62	2	45	1	36	11	51	0	24	37	46	4	46	0	54	0	59	0
cell87	1	52	3	44	46	0	60	0	17	29	59	0	53	0	50	0	38	7	53	0	66	0	47	2	58	0	50	0	45	0
cell88	0	41	62	0	52	0	48	0	51	0	63	0	49	0	54	0	49	0	44	3	52	0	42	1	50	0	50	0	61	1
cell89	0	46	25	22	49	0	22	39	50	0	38	21	46	1	39	0	52	0	45	0	47	0	57	0	42	0	50	3	43	0
cell90	0	51	0	57	41	0	26	19	53	1	57	0	46	0	36	0	47	0	46	1	37	0	56	0	45	0	43	0	37	0
cell91	2	43	36	10	45	2	46	0	54	0	42	2	52	0	40	3	52	0	6	52	43	0	56	0	43	6	61	0	56	0
cell92	0	44	58	0	42	1	47	0	63	1	42	0	52	0	49	0	55	0	60	0	43	0	54	0	37	0	41	0	45	0
cell93	2	54	54	0	42	2	46	1	54	1	51	0	44	0	58	0	53	0	47	0	54	9	44	0	49	0	61	0	35	0
cell94	0	54	26	18	47	4	58	0	46	0	56	0	48	5	55	0	39	0	22	30	47	0	38	3	35	17	64	0	66	0
cell95	0	50	42	12	39	1	38	0	27	11	42	0	54	0	54	0	55	3	35	3	37	0	49	0	45	0	56	0	56	0
cell96	0	46	29	15	22	22	59	2	54	0	60	0	47	0	57	0	44	7	43	9	54	1	39	0	40	6	41	0	49	0
cell97	0	47	7	28	55	0	41	0	14	41	55	0	48	0	52	0	29	22	45	0	30	18	47	1	46	0	48	0	57	1
cell98	0	43	16	35	52	1	43	0	64	0	60	0	46	0	61	0	55	0	31	14	56	0	50	0	45	0	49	1	49	0
cell99	0	49	3	44	49	0	50	0	24	25	44	0	37	0	57	0	43	0	47	0	42	0	44	0	56	2	56	0	44	0
cell100	0	56	41	15	48	3	43	0	47	0	47	10	55	0	51	0	49	0	22	26	52	0	60	2	40	10	43	3	44	0
