	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell20	0	46	48	0	57	0	53	0	52	0	3	41	12	32	49	0	51	3	34	0	77	0	36	13	50	0	44	1	45	1
cell21	0	55	0	47	12	39	19	43	30	18	57	3	46	0	41	3	50	0	48	0	41	0	49	0	41	0	44	0	50	0
cell22	0	42	46	0	53	0	44	1	56	2	5	40	18	30	48	11	48	0	46	0	53	0	55	0	44	0	60	0	45	0
cell23	1	52	61	0	45	1	48	1	39	3	35	20	32	13	36	15	44	0	55	0	44	0	48	0	51	0	47	0	57	0
cell24	0	51	51	0	52	0	46	0	49	0	3	45	41	6	31	20	52	0	53	0	41	0	53	0	45	0	56	2	49	0
cell25	0	43	57	0	47	0	51	5	64	0	8	49	24	18	52	0	42	0	44	0	47	0	52	4	58	0	58	0	47	0
cell26	0	50	53	0	46	1	48	0	45	0	13	48	38	0	51	1	57	0	18	12	43	1	51	0	52	7	35	4	53	0
cell27	0	53	43	0	47	0	43	0	39	0	9	32	33	18	39	0	38	0	46	0	56	0	40	8	50	0	54	0	65	0
cell28	1	49	50	0	51	0	56	0	40	0	22	31	26	25	37	0	57	0	47	0	56	1	40	11	49	0	51	0	38	0
cell29	0	58	61	1	59	0	47	0	55	0	12	45	22	17	24	20	49	1	37	2	39	12	51	0	61	0	53	0	46	0
cell30	0	45	53	0	46	0	56	0	58	0	2	34	33	21	39	9	39	3	49	0	36	8	51	0	40	0	42	0	49	0
cell31	0	56	26	21	15	25	15	36	46	18	39	0	55	0	53	2	52	0	56	0	46	0	56	0	55	0	56	0	52	0
cell32	0	57	43	6	58	0	49	0	49	0	4	48	11	39	56	0	43	0	43	0	52	0	49	0	49	0	47	0	23	20
cell33	1	52	56	0	46	0	49	0	42	0	33	9	50	9	58	0	50	0	59	0	49	0	57	5	47	1	39	0	41	0
cell34	0	51	17	37	52	1	41	0	48	1	49	0	58	0	52	0	54	0	41	0	59	0	50	0	54	2	53	0	49	0
cell35	0	47	44	0	51	5	42	0	50	0	4	39	34	13	42	0	44	2	58	0	60	0	34	22	62	0	61	0	42	0
cell36	0	40	8	43	58	0	29	3	47	0	42	0	43	0	50	0	42	2	48	0	42	0	46	0	45	0	46	3	49	0
cell37	1	45	52	0	48	0	48	0	53	0	0	59	14	31	53	0	38	1	49	0	55	0	52	0	45	1	57	0	45	2
cell38	0	46	58	0	52	0	51	0	45	1	47	0	58	0	43	0	48	0	43	0	46	0	50	0	29	4	42	1	67	2
cell39	0	56	47	0	56	0	49	0	47	0	6	45	33	8	44	0	21	24	58	0	48	0	61	2	46	1	48	1	50	0
cell40	0	42	44	0	43	0	51	0	54	1	4	44	48	2	37	10	41	0	49	0	57	0	49	0	48	0	61	0	59	0
cell41	0	45	37	18	36	13	48	0	40	0	46	0	51	0	54	0	45	0	39	0	53	0	48	0	36	5	53	2	34	0
cell42	0	51	39	0	56	0	46	0	57	0	23	22	21	29	47	0	63	0	55	0	49	0	63	0	57	0	48	0	42	0
cell43	0	46	55	0	59	0	56	0	58	1	13	25	13	34	42	0	47	0	47	0	44	2	55	0	55	0	51	0	33	11
cell44	0	39	27	11	39	0	47	0	40	0	52	0	45	3	51	0	45	0	44	0	38	0	47	0	50	0	32	0	49	0
cell45	0	46	54	0	53	1	54	0	52	0	28	31	49	1	59	0	49	0	51	0	66	0	48	0	51	0	51	0	47	0
cell46	0	53	40	0	60	0	58	1	59	0	45	11	51	1	65	0	39	1	55	2	53	0	55	0	43	0	39	8	45	0
cell47	2	41	30	18	17	27	32	18	44	0	48	1	50	0	49	0	51	3	45	0	47	0	48	0	39	0	49	0	51	0
cell48	0	54	25	27	37	0	45	0	54	0	59	0	54	0	40	0	57	0	52	1	61	0	53	0	27	7	53	2	46	0
cell49	0	47	53	0	54	0	51	0	53	0	2	50	30	13	59	0	47	0	60	0	46	0	27	24	41	7	44	0	62	0
cell50	2	46	50	1	56	1	64	0	47	0	3	39	46	1	16	33	51	0	41	0	21	30	49	0	49	0	50	1	53	0
cell51	0	59	16	37	42	0	45	0	32	0	50	0	43	0	40	0	55	0	51	0	52	0	57	0	52	0	46	0	36	2
cell52	0	51	26	25	56	0	45	0	58	0	52	0	47	0	55	0	37	0	66	0	50	1	53	0	47	0	34	15	57	0
cell53	0	59	60	0	48	0	41	0	39	0	30	30	16	21	53	0	40	0	55	0	57	0	47	0	44	0	52	0	44	8
cell54	0	53	51	0	48	0	48	0	57	0	5	48	45	4	36	26	44	0	51	0	26	27	50	0	49	0	47	0	57	0
cell55	1	42	5	32	46	0	52	0	56	0	54	0	66	0	55	4	45	0	54	0	52	0	47	0	48	0	12	28	54	0
cell56	2	53	64	0	57	0	54	0	50	0	4	49	42	1	24	28	40	0	42	0	36	18	56	0	51	0	54	0	57	6
cell57	0	36	7	29	50	1	42	0	46	0	64	0	50	2	45	4	45	0	54	2	56	1	40	1	33	0	54	0	45	0
cell58	0	40	40	0	41	0	53	0	52	0	0	57	53	8	50	0	59	0	60	0	51	0	17	19	37	15	51	0	50	0
cell59	0	60	49	0	49	0	53	0	53	0	40	8	65	0	60	2	62	0	43	1	43	0	49	0	54	0	46	0	48	1
cell60	0	56	29	17	53	4	58	0	49	0	48	0	59	1	54	0	40	0	57	0	43	0	37	0	37	0	42	0	41	0
cell61	0	45	47	0	46	0	51	0	52	1	4	42	27	27	47	0	36	10	45	1	60	0	60	0	49	0	62	0	48	0
cell62	0	50	34	11	20	30	35	9	39	12	47	0	41	3	46	0	48	0	51	0	44	0	54	0	48	1	57	0	45	0
cell63	0	53	12	38	18	24	42	16	49	1	49	0	71	0	60	0	52	0	58	0	50	0	40	4	56	0	51	0	54	0
cell64	0	55	50	0	49	0	44	0	64	0	1	53	42	20	56	5	54	0	31	23	51	0	42	1	41	0	58	0	55	0
cell65	0	56	63	0	55	0	41	0	42	0	6	52	54	2	48	0	62	0	47	0	67	0	30	26	48	5	48	0	47	0
cell66	0	58	33	13	52	0	50	0	56	0	40	0	45	1	45	0	44	1	52	0	61	0	40	0	56	0	51	0	51	2
cell67	0	52	46	0	54	0	41	0	57	1	5	48	52	4	50	0	55	0	61	0	44	0	29	17	35	11	51	1	46	10
cell68	0	51	24	30	42	7	50	4	60	2	57	0	56	0	45	0	52	2	52	0	42	0	41	3	39	0	58	0	47	0
cell69	0	57	12	39	23	28	40	7	38	7	53	0	58	0	54	0	51	0	55	0	51	0	36	6	52	3	53	0	53	0
cell70	0	53	34	12	42	3	45	0	52	0	46	0	51	3	48	0	40	0	45	0	51	0	49	0	58	0	46	0	51	0
cell71	0	48	26	2	44	0	52	0	58	0	21	26	56	2	47	0	43	8	59	1	55	0	50	0	57	1	50	0	40	11
cell72	0	59	55	0	50	0	45	0	47	0	12	44	25	14	50	0	39	2	62	0	41	0	33	0	50	0	56	0	28	24
cell73	0	43	18	39	42	0	42	0	59	0	62	1	53	1	46	0	50	0	49	0	46	0	42	0	53	0	21	29	58	0
cell74	0	49	55	4	37	0	45	1	40	0	6	48	50	14	38	12	39	0	42	0	45	0	42	0	55	0	54	0	41	3
cell75	0	52	48	0	48	0	44	0	49	0	10	37	41	13	23	18	55	0	50	0	36	0	33	0	54	0	52	0	54	0
cell76	2	40	39	0	54	0	51	0	42	0	4	43	45	5	49	0	48	0	51	0	49	0	11	58	50	6	46	0	62	0
cell77	0	56	4	43	7	42	38	31	38	5	47	0	50	1	51	0	44	0	63	0	61	0	53	0	51	0	48	0	60	0
cell78	0	54	51	0	44	5	50	0	39	2	2	47	34	20	44	15	57	0	51	0	31	6	38	0	52	0	34	4	59	0
cell79	0	53	20	23	43	2	35	0	49	5	54	8	51	0	50	0	41	1	42	0	57	1	60	0	39	0	44	0	52	0
cell80	0	47	45	5	39	1	47	0	39	0	46	0	45	1	49	0	41	1	49	0	47	0	57	1	38	0	51	0	47	0
cell81	0	47	42	9	50	0	63	0	53	0	53	0	59	0	52	0	47	0	54	0	56	1	44	0	52	0	47	2	40	0
cell82	0	47	59	0	46	0	32	1	62	0	6	55	51	8	50	0	52	1	52	0	41	1	59	4	50	0	51	0	59	0
cell83	0	59	49	0	47	0	45	0	51	0	46	0	48	0	38	2	46	1	48	0	51	0	47	1	43	0	53	5	48	0
cell84	0	59	51	0	50	0	44	0	59	0	0	53	46	9	59	0	54	3	53	0	48	0	34	4	46	2	43	0	44	0
cell85	4	39	62	0	53	1	41	0	50	0	1	44	33	14	48	2	45	0	48	10	49	0	43	0	47	5	56	1	57	0
cell86	0	56	26	30	42	0	54	0	58	1	47	0	53	3	54	0	64	0	61	0	36	0	53	0	35	1	48	8	55	2
cell87	3	44	51	0	57	0	65	0	52	0	17	27	37	5	63	0	42	4	43	0	56	0	51	0	43	0	42	0	43	0
cell88	0	57	5	51	16	29	38	10	48	6	50	0	53	0	54	1	60	0	47	0	59	0	56	0	53	0	57	0	36	3
cell89	1	63	21	30	27	31	18	33	43	3	39	2	52	0	44	2	50	0	52	0	57	0	62	0	64	1	42	0	51	0
cell90	0	43	40	0	42	0	63	0	45	2	2	50	15	31	45	0	49	0	33	2	45	0	61	0	51	0	50	0	45	0
cell91	0	51	54	0	35	1	52	0	47	5	23	41	34	14	50	3	36	16	44	0	53	0	50	0	46	2	39	1	53	0
cell92	0	39	39	0	45	0	47	0	61	1	26	17	42	12	49	0	53	0	49	0	47	0	53	2	48	0	56	4	48	0
cell93	0	58	21	27	19	34	50	7	40	2	41	0	39	0	51	0	51	0	52	1	49	0	43	0	56	0	46	0	51	0
cell94	3	39	34	16	56	0	47	0	59	2	61	0	48	0	48	0	52	0	40	0	48	0	50	3	48	5	57	3	57	0
cell95	0	41	47	2	45	0	42	0	52	0	14	29	31	21	41	7	54	0	50	1	62	0	46	0	45	0	51	0	45	0
cell96	1	54	55	0	33	0	47	0	46	0	12	52	29	6	40	0	70	0	52	0	53	2	27	29	48	2	46	1	56	0
cell97	0	50	57	0	38	1	51	0	49	0	26	23	51	0	63	0	32	0	49	0	35	0	57	0	53	1	51	0	55	0
cell98	0	60	39	0	56	1	58	1	35	1	44	6	42	1	47	0	48	10	61	0	57	0	59	0	52	0	43	0	52	0
cell99	0	43	49	8	60	0	29	6	51	0	52	0	46	0	48	0	55	0	56	0	48	0	58	0	46	0	55	0	45	0
cell100	5	41	58	0	49	0	55	0	48	0	4	43	25	25	45	0	48	5	44	2	60	1	32	23	51	0	52	0	49	0
cell101	0	56	22	32	22	31	52	6	36	1	42	0	45	0	51	0	42	0	50	0	52	12	51	0	60	0	55	1	55	0
cell102	0	51	58	0	51	0	39	1	50	1	4	43	44	0	31	13	43	3	50	1	49	3	56	0	42	0	48	0	49	6
cell103	0	61	54	0	55	0	56	0	42	0	10	42	32	21	48	0	48	0	45	0	42	2	50	0	52	0	57	1	52	0
cell104	0	56	48	0	51	3	55	0	47	0	28	19	48	0	47	0	40	1	45	0	55	0	41	5	46	0	48	0	48	0
cell105	0	42	69	0	59	0	50	0	53	0	9	47	39	1	45	0	45	0	43	0	50	0	16	34	42	4	43	0	51	0
cell106	0	55	50	0	59	0	47	0	46	0	12	33	35	20	47	0	28	40	46	0	41	0	46	0	52	0	53	0	49	1
cell107	0	43	55	0	49	2	53	0	47	0	2	41	51	1	44	6	68	0	40	8	52	0	60	0	56	0	49	0	50	0
cell108	3	36	4	37	25	34	36	0	46	2	55	0	42	0	39	0	54	1	40	1	53	0	50	0	49	0	47	0	40	0
cell109	6	45	51	0	60	1	48	2	46	2	2	49	21	21	31	17	47	0	49	0	40	10	55	3	54	0	59	1	41	0
cell110	0	46	48	0	56	0	53	1	46	0	16	34	47	28	38	6	56	0	46	0	43	7	42	0	49	1	45	1	59	0
cell111	6	52	53	0	39	0	46	0	56	0	10	39	50	0	51	0	51	0	58	0	43	0	53	1	55	0	54	1	48	0
cell112	0	54	64	0	47	0	46	1	47	0	33	19	52	1	42	1	64	1	49	3	58	0	50	0	50	1	56	0	60	0
cell113	0	52	8	32	27	29	45	0	46	0	57	2	42	0	37	0	44	0	49	0	62	0	48	0	55	0	44	0	43	0
cell114	0	50	2	51	12	49	46	3	40	10	54	0	38	0	43	0	52	0	40	0	45	0	51	1	48	0	43	0	50	2
cell115	0	63	53	2	48	0	45	0	53	1	14	38	30	19	46	3	31	19	49	0	40	0	51	1	58	3	66	0	33	0
cell116	0	49	15	35	50	0	51	1	45	0	57	0	56	0	53	0	50	0	56	0	44	0	39	0	53	1	10	38	43	2
cell117	0	48	46	0	56	0	53	0	66	0	1	41	34	19	52	1	46	0	42	1	52	3	35	15	35	16	42	0	52	0
cell118	0	58	3	55	4	41	31	32	33	9	42	0	64	0	34	5	64	0	45	0	49	1	56	0	57	2	53	0	58	0
cell119	0	41	50	0	48	0	47	0	53	0	6	32	46	4	51	0	48	1	39	0	42	0	38	6	37	15	47	0	54	0
cell120	0	52	64	0	47	1	55	0	49	0	6	48	33	12	46	9	41	0	40	5	42	0	50	0	44	5	55	0	65	5
cell121	0	56	50	0	51	0	39	0	49	0	12	37	17	31	63	0	51	0	51	0	46	0	50	6	43	0	43	0	51	0
cell122	0	65	46	0	45	1	58	0	56	0	3	47	40	14	23	23	49	0	59	0	55	0	49	0	53	0	50	0	65	0
cell123	0	50	51	0	49	0	55	0	55	0	5	52	12	26	62	0	40	1	53	0	41	0	42	0	43	0	45	0	30	21
cell124	0	52	54	0	49	0	47	0	48	1	51	2	48	0	42	0	48	1	41	0	49	0	39	0	55	0	40	0	56	0
cell125	0	40	49	0	50	2	48	0	49	0	17	30	32	12	44	2	45	1	39	0	46	0	51	1	63	0	54	0	62	0
cell126	0	59	49	0	34	1	44	0	67	0	9	33	47	1	52	0	49	1	41	0	37	0	29	30	30	16	47	0	46	0
cell127	0	30	2	56	29	17	40	8	44	0	45	0	45	0	34	0	49	0	40	0	53	0	46	0	58	0	39	0	39	0
cell128	0	42	8	54	13	37	38	12	55	7	46	0	38	0	54	0	33	8	48	0	48	1	51	0	44	0	52	0	44	0
cell129	6	45	43	0	43	1	37	0	42	0	4	38	39	13	36	6	54	0	44	0	46	3	52	0	45	0	39	0	50	0
cell130	0	47	36	0	39	0	51	0	51	0	25	34	40	4	41	14	41	0	63	0	41	2	42	2	53	0	37	0	42	4
cell131	0	48	61	0	52	0	60	0	53	1	19	23	31	13	40	0	51	0	57	0	55	0	54	5	53	0	47	5	55	0
cell132	1	56	16	23	53	0	49	0	53	0	48	0	55	0	44	0	42	0	50	0	65	0	54	2	48	0	42	11	63	0
cell133	0	49	62	0	61	0	59	0	49	1	29	9	41	5	58	0	57	0	50	2	45	0	38	0	42	0	49	0	41	3
cell134	0	42	15	36	11	52	13	31	50	12	58	0	39	0	45	0	50	0	54	0	47	0	58	0	43	0	39	0	50	3
cell135	0	35	53	0	48	0	42	0	48	0	23	19	41	8	39	6	56	1	44	6	40	8	42	0	39	0	43	1	50	0
cell136	0	47	38	0	41	0	57	0	61	4	13	24	35	27	44	0	47	0	55	0	49	0	41	0	56	0	46	0	31	5
cell137	1	51	40	0	54	1	56	0	51	0	23	21	22	7	57	0	46	0	47	5	59	0	25	18	40	10	58	0	35	0
cell138	0	49	61	0	61	0	57	0	56	3	2	44	27	28	45	0	52	0	39	0	57	0	45	0	56	0	48	0	44	3
cell139	0	50	57	0	38	0	46	0	41	0	61	0	54	0	51	0	41	0	52	0	63	0	50	0	48	0	64	0	44	0
cell140	0	56	46	0	54	0	53	0	57	0	46	11	41	11	48	0	51	0	50	1	62	0	46	0	54	0	54	0	54	5
cell141	0	60	4	43	32	20	49	4	32	0	41	0	51	1	53	1	45	1	51	0	46	0	43	0	54	0	44	0	40	0
cell142	0	46	36	14	45	0	57	0	58	5	67	0	53	0	49	0	53	0	56	0	49	2	42	0	36	0	16	30	53	0
cell143	0	49	39	0	44	0	44	1	64	0	17	48	42	7	42	1	47	6	49	3	52	0	56	0	49	2	40	0	54	2
cell144	0	50	62	1	55	0	58	1	61	0	11	41	11	37	46	0	44	1	47	0	37	0	39	1	53	0	50	0	39	11
cell145	0	63	49	1	51	1	43	2	63	0	27	20	45	8	55	0	55	0	50	0	50	0	43	0	47	0	47	0	52	1
cell146	0	50	0	57	25	20	57	0	56	0	57	0	58	0	54	0	60	0	46	0	45	2	45	0	31	4	50	0	48	0
cell147	0	49	48	0	47	0	41	0	47	0	12	40	49	0	27	12	45	0	16	29	44	0	49	0	59	0	54	1	53	0
cell148	10	30	51	1	42	0	64	0	48	1	7	40	47	7	38	0	39	0	53	1	58	0	31	15	29	11	56	0	63	0
cell149	0	43	58	0	50	0	45	0	56	0	19	34	50	5	57	0	29	12	53	1	51	0	50	1	41	0	53	2	43	0
cell150	0	58	44	0	60	2	69	0	37	0	22	20	51	0	52	0	46	0	52	0	48	1	51	0	39	0	45	0	47	2
cell151	0	42	55	0	31	19	62	0	51	1	37	0	35	0	48	0	59	0	47	0	48	0	52	1	45	0	38	0	46	0
cell152	0	48	4	57	20	25	17	34	34	18	54	0	39	1	41	0	51	0	36	0	55	1	54	0	53	0	47	0	37	3
cell153	0	38	45	0	53	0	57	0	48	0	31	20	30	7	43	8	52	0	54	0	62	1	34	11	41	0	57	0	45	0
cell154	0	45	12	43	17	30	38	17	53	0	48	0	44	0	47	0	56	0	46	5	49	1	40	0	37	1	57	0	58	1
cell155	0	51	57	0	49	1	59	0	53	0	0	51	44	2	61	0	12	34	53	0	62	0	51	1	45	0	40	2	58	0
cell156	0	52	55	0	44	0	52	0	52	0	16	42	44	1	46	0	37	0	52	1	46	0	24	30	49	0	48	0	42	0
cell157	0	46	36	21	58	0	55	0	43	2	60	0	57	0	56	0	43	1	45	0	49	0	49	0	48	0	58	0	55	0
cell158	3	51	49	0	41	0	59	1	59	0	22	34	33	20	40	1	42	0	47	0	45	0	58	3	47	0	55	0	58	0
cell159	0	43	4	37	46	2	61	1	54	0	48	0	47	5	54	0	48	3	42	1	52	2	48	0	43	0	52	1	61	0
cell160	2	51	48	2	53	0	49	0	48	0	29	34	48	0	42	0	49	0	60	0	46	0	52	0	47	0	49	0	37	0
cell161	1	50	57	0	43	0	52	0	46	0	43	0	63	0	54	0	56	0	55	0	45	0	51	0	43	0	58	0	58	0
cell162	0	43	3	45	25	22	57	1	45	7	48	0	55	0	53	0	47	1	40	11	48	0	49	0	52	0	47	0	58	0
cell163	0	47	48	0	42	0	54	0	45	0	4	42	32	15	44	3	49	0	49	7	37	0	48	0	43	0	39	0	36	0
cell164	1	47	55	0	47	0	45	0	58	0	21	28	59	2	23	21	50	0	46	2	44	9	44	0	46	0	53	2	43	0
cell165	0	45	57	0	52	1	55	1	48	0	3	55	51	2	48	0	57	1	55	1	52	1	25	12	47	0	56	0	57	0
cell166	4	53	44	0	57	0	35	0	50	0	1	44	31	25	43	0	27	21	42	0	40	0	49	0	54	0	59	0	58	1
cell167	0	50	52	1	43	0	47	0	61	0	16	26	35	7	32	9	55	0	57	0	42	8	49	0	32	1	47	4	49	0
cell168	0	66	43	0	54	2	59	0	51	0	3	60	40	21	42	12	34	0	34	9	58	1	67	0	47	0	45	0	51	0
cell169	0	39	45	0	47	0	47	0	51	0	40	10	49	0	48	0	44	0	51	0	57	0	55	1	53	2	48	0	61	0
cell170	0	55	55	0	55	0	36	0	67	1	12	42	39	7	51	0	46	0	53	1	54	0	27	22	57	0	48	0	42	0
cell171	0	53	6	43	42	15	40	1	51	0	66	0	48	0	57	0	55	0	46	0	53	0	63	0	55	0	46	1	72	0
cell172	0	56	29	16	45	0	53	0	53	0	57	0	50	2	50	0	49	0	42	0	44	0	54	0	47	0	52	0	43	0
cell173	1	42	51	0	61	0	48	0	54	0	3	46	54	5	45	4	50	4	54	0	50	0	54	0	39	0	52	0	49	0
cell174	0	54	9	29	49	15	39	0	48	3	49	0	49	0	48	1	58	0	46	0	43	0	42	0	43	0	46	1	53	0
cell175	0	50	44	17	36	12	51	0	48	0	51	0	54	2	57	0	54	0	46	0	52	0	52	0	59	0	46	1	53	0
cell176	0	38	51	0	37	1	32	0	51	0	5	58	45	13	51	0	42	0	50	0	46	0	53	0	45	0	55	0	48	1
cell177	0	34	57	0	51	0	55	0	51	0	1	52	23	30	51	2	55	0	42	0	53	0	48	4	63	0	60	0	42	2
cell178	0	48	6	36	20	19	38	4	48	0	52	0	57	0	64	0	37	1	51	0	52	0	53	0	42	0	42	0	51	0
cell179	1	57	35	21	42	0	47	0	46	2	47	0	44	0	42	0	59	0	52	0	42	0	48	0	56	0	57	0	38	0
cell180	0	43	50	0	67	0	53	0	59	0	12	44	14	38	44	0	44	0	39	1	54	1	49	0	51	0	46	5	55	8
cell181	0	59	45	0	60	0	63	0	39	0	6	38	31	7	52	0	44	0	54	0	49	0	57	0	54	0	38	1	60	1
cell182	0	46	46	1	54	0	49	0	64	0	40	15	47	0	39	0	49	0	43	1	43	3	44	0	57	0	43	0	36	5
cell183	0	48	58	0	39	0	46	0	47	0	32	21	45	5	58	1	57	0	42	0	59	0	53	0	45	2	52	0	49	0
cell184	0	53	7	48	44	0	48	0	57	0	45	1	63	0	57	0	62	0	56	1	48	0	44	0	34	2	59	1	52	0
cell185	2	57	65	0	57	0	48	0	34	2	21	32	48	8	50	0	39	7	55	0	53	0	55	2	49	0	52	1	41	0
cell186	0	50	45	0	47	0	51	0	64	0	21	22	27	21	40	0	52	0	48	3	47	0	59	1	57	0	47	0	46	0
cell187	0	55	51	0	43	0	48	0	51	0	57	1	46	0	40	0	42	0	52	0	40	0	52	0	55	0	62	0	38	0
cell188	0	45	48	0	51	0	53	0	47	1	19	30	56	4	34	21	48	0	58	0	44	3	45	0	52	0	58	0	48	0
cell189	0	64	52	0	37	0	49	0	46	1	42	0	50	0	39	2	38	2	38	1	47	1	52	0	52	0	43	0	59	0
cell190	0	53	49	0	42	0	50	0	49	0	9	38	30	12	31	13	60	0	33	16	67	0	55	0	57	0	49	0	50	0
cell191	0	51	40	4	52	0	50	0	53	0	4	58	26	19	43	3	45	0	43	0	40	0	57	0	54	0	54	0	59	0
cell192	0	58	43	0	55	0	46	2	59	0	43	0	51	0	54	0	56	0	55	0	42	0	35	4	38	3	50	0	48	1
cell193	0	43	48	0	48	0	38	2	56	0	15	27	49	7	43	0	47	2	47	0	47	7	47	0	50	2	45	0	54	0
cell194	6	60	57	0	60	5	49	0	50	0	37	6	52	0	54	0	51	0	50	1	44	0	50	0	49	0	44	0	44	2
cell195	0	63	40	2	43	0	52	0	47	0	25	24	42	1	59	0	54	10	54	2	64	0	37	0	51	0	42	0	43	0
cell196	6	40	45	0	38	0	42	0	50	0	11	43	52	0	18	36	40	0	28	0	31	25	52	1	41	5	46	0	53	0
cell197	0	59	43	0	40	1	51	0	56	1	4	34	16	30	48	1	44	0	29	17	58	0	36	1	46	2	39	1	48	0
cell198	0	66	43	0	56	0	65	0	50	0	0	55	52	0	57	0	46	0	56	0	53	0	44	0	54	0	50	0	48	0
cell199	0	35	54	0	46	0	51	9	54	0	10	51	50	6	45	0	47	3	58	0	52	0	18	32	39	1	48	0	54	0
cell200	0	56	47	3	48	0	56	0	51	0	11	38	59	0	69	0	53	0	59	0	42	0	48	0	39	7	45	1	49	1
cell201	3	56	48	1	46	0	53	0	53	0	8	28	49	0	52	0	56	0	54	1	35	1	30	24	36	3	47	0	56	0
cell202	0	46	41	18	62	1	44	0	60	0	48	0	60	0	47	0	55	0	34	7	46	0	48	0	43	0	32	0	51	0
cell203	1	45	17	39	27	28	17	26	51	3	43	1	44	0	50	0	53	3	46	0	59	0	56	0	53	0	47	4	50	0
cell204	0	40	56	0	45	0	56	0	55	0	42	3	53	0	42	1	42	0	47	0	54	0	57	0	48	3	44	0	43	0
cell205	0	47	46	0	55	2	57	0	55	0	5	46	28	13	55	1	35	5	41	0	60	0	53	0	35	0	39	0	27	22
cell206	0	64	17	34	42	5	64	0	47	0	56	0	58	0	49	0	56	0	50	0	43	0	52	0	48	0	44	2	53	0
cell207	0	54	44	0	49	0	49	0	42	0	1	47	29	29	32	9	54	7	46	0	53	0	76	0	56	0	50	0	48	0
cell208	0	52	47	3	51	1	52	0	42	0	15	51	32	17	51	11	44	0	52	0	49	0	51	0	52	0	53	6	47	0
cell209	0	52	51	0	46	0	61	1	44	0	8	33	34	4	52	0	48	0	49	2	44	3	38	11	43	0	55	0	54	5
cell210	0	56	49	0	58	0	55	0	46	0	31	23	43	12	52	0	50	3	53	0	49	0	57	0	49	0	50	0	60	0
cell211	0	44	15	32	42	0	59	0	34	2	47	0	38	0	50	1	41	0	55	0	54	0	48	0	53	0	26	24	37	0
cell212	0	40	16	24	40	2	52	0	35	0	36	0	66	0	43	2	50	0	44	0	39	0	45	0	37	0	42	0	43	0
cell213	4	62	49	1	50	0	55	0	38	0	22	26	45	9	38	3	54	0	55	1	42	13	42	0	54	0	49	0	52	0
cell214	0	38	43	0	47	0	50	0	37	0	44	0	49	0	53	0	44	0	47	0	45	0	45	1	48	0	53	3	58	0
