	mut5	mut5	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4
cell159	0	35	25	18	57	0	57	0	37	0
cell160	0	49	37	8	28	16	47	0	46	0
cell161	0	48	0	50	43	1	41	5	63	0
cell162	1	49	12	29	43	0	46	2	25	24
cell163	4	41	47	5	45	8	50	1	54	0
cell164	0	47	44	2	60	0	48	0	52	0
cell165	0	55	10	42	51	0	34	9	55	0
cell166	1	48	33	9	33	15	45	2	50	0
cell167	0	43	18	23	40	9	54	1	54	0
cell168	0	45	36	3	47	0	49	0	42	1
cell169	0	42	7	44	50	0	45	7	49	0
cell170	0	57	11	26	49	4	29	30	45	0
cell171	0	53	45	4	41	15	50	2	55	2
cell172	0	45	49	2	45	0	42	2	48	0
cell173	0	50	39	14	43	0	60	2	59	0
cell174	0	44	4	42	56	0	12	22	49	0
cell175	0	48	61	1	53	3	41	0	46	0
cell176	0	67	6	43	53	0	42	1	48	15
cell177	0	37	47	4	49	9	62	0	55	4
cell178	3	45	31	12	45	11	57	0	44	0
cell179	0	48	3	45	35	0	62	0	52	0
cell180	0	53	48	0	47	0	43	1	46	0
cell181	0	54	46	5	23	35	47	0	58	0
cell182	0	50	20	31	35	22	36	0	45	0
cell183	0	41	47	6	23	23	41	0	43	0
cell184	0	37	32	12	47	1	57	0	40	0
cell185	0	57	42	20	40	0	35	5	60	1
cell186	0	52	42	0	45	0	35	0	58	0
cell187	0	48	8	49	47	1	70	0	33	0
cell188	0	49	21	25	51	0	39	0	51	0
cell189	0	48	4	52	38	0	49	4	25	28
cell190	0	66	10	31	61	0	36	14	15	36
cell191	0	40	6	45	51	0	35	12	29	39
cell192	0	52	16	40	47	0	65	0	51	0
cell193	0	50	0	61	62	0	36	13	37	5
cell194	0	60	34	18	55	0	36	0	53	1
cell195	0	47	9	38	55	0	13	31	58	2
cell196	1	51	5	36	51	0	30	14	58	3
cell197	0	53	54	0	51	0	48	0	57	0
cell198	0	54	13	41	59	0	23	18	44	0
cell199	0	53	39	4	37	8	54	0	52	0
cell200	0	53	27	22	42	0	45	7	43	2
cell201	2	48	35	10	49	0	57	2	43	11
cell202	0	55	51	0	57	0	45	6	57	0
cell203	0	54	0	53	47	0	40	4	55	0
cell204	0	50	24	23	43	12	55	3	48	0
cell205	2	45	14	44	48	1	39	4	44	9
cell206	0	50	40	16	48	1	51	2	46	6
cell207	1	47	6	42	59	0	19	19	30	19
cell208	0	38	9	42	33	0	43	1	56	0
cell209	1	41	52	0	44	1	46	0	47	0
cell210	0	57	31	25	16	29	35	0	45	2
cell211	0	49	3	40	51	0	56	2	38	0
cell212	0	40	18	31	45	14	51	0	50	0
cell213	0	52	50	4	16	23	43	0	51	0
cell214	0	47	41	8	57	0	45	4	48	3
cell215	0	51	3	56	50	0	31	17	26	31
cell216	0	43	26	27	46	0	50	0	57	0
cell217	0	61	40	18	51	0	51	0	54	0
cell218	0	58	7	37	42	0	40	9	58	0
cell219	0	53	51	1	54	0	51	1	56	0
cell220	0	58	8	33	60	0	46	0	62	0
cell221	0	49	22	42	39	0	53	5	42	0
cell222	0	52	15	36	73	0	35	25	51	1
cell223	0	35	17	23	47	0	42	1	37	15
cell224	0	62	48	1	61	0	55	0	49	0
cell225	0	57	39	8	18	27	51	0	46	0
cell226	2	48	40	5	43	1	41	0	59	0
cell227	2	46	11	40	39	0	47	0	54	0
cell228	0	48	13	36	36	0	36	16	35	14
cell229	0	46	42	15	48	0	51	0	43	0
cell230	0	49	42	9	12	42	49	0	57	0
cell231	0	51	25	23	43	3	63	0	47	0
cell232	0	54	8	49	38	0	42	9	51	0
cell233	0	52	28	28	24	11	44	1	45	0
cell234	0	53	48	1	44	0	43	0	51	0
cell235	0	55	31	9	43	4	54	0	62	0
cell236	1	35	10	22	37	0	38	4	39	0
cell237	2	54	49	2	42	0	51	1	50	0
cell238	0	49	30	19	47	0	33	12	53	0
cell239	0	46	38	0	47	0	64	0	40	0
cell240	0	53	61	0	54	0	42	0	46	2
cell241	0	49	31	33	50	0	55	0	47	0
cell242	0	51	12	35	61	3	33	13	57	0
cell243	0	52	0	51	54	2	42	6	30	12
cell244	3	46	50	13	55	1	42	2	47	0
cell245	0	58	15	39	50	0	42	0	56	0
cell246	0	63	1	50	41	0	48	3	5	44
cell247	0	51	35	4	21	29	50	0	42	1
cell248	0	50	40	5	39	2	50	0	36	1
cell249	0	47	4	45	47	0	16	28	44	5
cell250	5	41	47	5	56	0	58	0	55	0
cell251	0	57	25	18	44	0	33	18	57	0
cell252	0	39	42	12	46	9	44	6	47	1
cell253	2	38	24	27	56	0	44	14	50	0
cell254	0	55	6	36	36	7	43	0	47	0
cell255	0	40	22	25	56	2	43	12	45	0
cell256	0	46	12	43	44	0	54	10	25	23
cell257	0	50	40	13	49	6	46	0	66	0
cell258	0	45	39	0	51	2	44	0	57	0
cell259	0	41	39	7	27	12	39	0	70	0
cell260	0	45	58	0	45	0	57	7	55	0
cell261	2	48	15	50	53	0	38	7	29	9
cell262	0	54	9	51	36	0	19	26	42	0
cell263	0	55	43	3	40	0	44	0	50	0
cell264	0	47	1	40	46	0	41	7	42	8
cell265	0	41	7	47	39	0	23	35	52	0
cell266	1	66	26	29	52	1	49	0	55	0
cell267	0	46	9	48	58	0	29	29	61	0
cell268	0	56	23	21	44	0	57	8	49	1
cell269	6	39	35	13	52	2	36	20	60	0
cell270	1	50	14	34	45	0	64	0	45	0
cell271	0	63	25	21	20	18	50	0	46	4
cell272	0	47	46	0	40	0	54	1	55	1
cell273	0	65	59	1	52	0	52	0	63	0
cell274	0	56	50	0	47	0	56	0	49	0
cell275	0	42	39	2	36	0	47	1	53	0
cell276	0	56	60	0	46	1	49	0	54	2
cell277	0	42	30	8	53	0	50	4	37	3
cell278	0	61	31	18	34	0	48	0	49	0
cell279	2	39	29	14	24	28	54	0	49	0
cell280	0	43	8	40	25	19	53	0	64	0
cell281	0	61	22	34	49	6	43	0	54	0
cell282	0	64	42	0	56	0	45	0	49	0
cell283	0	61	32	24	65	1	28	26	49	0
cell284	0	46	37	8	51	1	48	0	39	3
cell285	0	48	57	0	37	0	40	0	42	0
cell286	0	55	11	44	46	0	14	37	34	5
cell287	0	55	20	26	52	0	41	0	50	0
cell288	0	58	51	9	50	2	59	0	46	0
cell289	0	54	14	34	34	1	40	2	42	2
cell290	0	55	52	0	55	0	55	0	52	0
cell291	0	56	39	4	30	24	55	0	50	0
cell292	0	40	10	32	46	0	48	2	41	7
cell293	0	44	15	45	45	0	52	0	49	3
cell294	0	36	34	9	44	0	55	0	37	0
cell295	2	50	33	10	44	0	44	0	60	0
cell296	0	51	34	3	46	0	53	0	50	0
cell297	1	58	49	0	41	0	47	1	47	0
cell298	1	58	62	0	44	0	69	0	57	0
cell299	8	58	62	3	45	0	47	7	53	0
cell300	0	41	36	12	34	11	47	0	64	0
cell301	0	36	18	22	44	0	21	22	28	20
cell302	0	49	23	36	50	0	40	0	64	0
cell303	1	45	22	32	48	0	19	25	42	0
cell304	0	55	15	43	41	0	48	0	52	0
cell305	0	49	51	1	48	1	55	0	46	1
cell306	0	41	2	36	51	0	18	34	39	4
cell307	0	50	7	34	52	0	35	22	56	2
cell308	0	66	49	0	57	0	57	0	62	0
cell309	0	53	5	52	57	0	43	0	50	0
cell310	8	41	28	20	44	0	55	4	44	0
cell311	0	43	4	38	61	0	31	21	55	0
cell312	0	50	7	44	51	0	34	10	31	7
cell313	0	53	24	12	50	1	46	0	41	3
cell314	0	48	47	1	39	2	55	0	52	0
cell315	1	45	2	35	66	0	53	2	27	19
cell316	2	55	21	34	53	4	40	3	48	0
cell317	0	45	67	0	45	0	47	2	43	1
cell318	0	37	8	36	51	0	38	2	35	5
cell319	0	51	8	41	58	1	50	0	54	0
cell320	0	45	27	18	42	10	52	0	60	0
cell321	0	47	21	21	44	0	38	17	57	0
cell322	0	38	6	44	55	0	47	0	44	6
cell323	0	49	41	24	23	25	62	0	45	0
cell324	0	49	23	23	46	0	45	0	48	2
cell325	0	49	10	46	56	0	14	42	66	0
cell326	0	53	22	37	55	0	49	0	46	0
cell327	0	52	32	26	56	0	43	6	50	0
cell328	0	62	1	37	53	1	51	7	41	0
cell329	0	53	0	52	51	0	34	12	46	2
cell330	3	41	9	42	52	2	30	10	39	0
cell331	0	45	0	42	55	0	24	36	52	6
cell332	0	52	56	0	56	0	53	0	46	0
cell333	0	52	50	0	47	0	54	3	50	1
cell334	3	45	23	21	26	22	54	0	54	0
cell335	0	54	51	3	28	22	56	0	59	0
cell336	0	54	47	5	52	1	42	0	43	0
cell337	0	58	37	4	18	27	56	0	49	1
cell338	0	55	65	0	48	0	42	0	42	0
cell339	0	60	15	22	49	5	53	0	45	0
cell340	0	44	0	50	57	1	48	7	50	5
cell341	6	51	7	50	53	0	31	14	49	8
cell342	0	41	25	22	47	1	44	0	50	0
cell343	2	48	19	24	55	1	48	0	56	0
cell344	0	55	9	29	52	0	58	0	54	1
cell345	1	39	44	0	55	0	47	0	41	0
cell346	1	50	15	26	50	0	24	32	56	0
cell347	0	56	7	35	61	0	51	4	34	15
cell348	1	61	16	30	51	0	45	6	23	21
cell349	0	52	26	28	54	0	49	0	42	0
cell350	1	45	25	29	27	5	58	0	45	2
cell351	0	57	11	31	26	18	39	0	43	0
cell352	0	44	28	20	42	0	43	12	50	2
cell353	0	53	60	0	57	0	46	0	58	0
cell354	0	52	2	44	50	0	24	18	37	14
cell355	0	45	40	0	53	2	47	0	44	1
cell356	2	34	41	0	47	2	40	0	56	0
cell357	0	59	36	18	45	3	62	0	28	16
cell358	0	49	29	13	37	11	51	0	51	0
cell359	2	40	50	0	38	4	52	1	67	0
cell360	0	40	31	12	55	0	52	0	48	0
cell361	0	40	32	20	53	0	59	0	64	1
cell362	3	49	7	31	50	0	29	17	47	0
cell363	0	56	37	15	40	24	57	0	53	1
cell364	1	54	22	26	45	1	28	31	57	6
cell365	1	37	8	48	44	0	37	8	31	22
cell366	0	46	51	0	55	0	46	0	55	0
cell367	0	57	60	0	50	1	56	0	61	4
cell368	4	49	4	51	48	0	52	3	39	8
cell369	0	50	8	30	36	0	61	0	39	0
cell370	0	59	40	30	12	35	58	0	47	0
cell371	0	60	23	18	44	0	41	5	28	10
cell372	0	45	24	26	34	16	62	0	48	1
cell373	8	43	51	1	48	0	45	0	64	0
cell374	0	48	30	20	41	0	25	33	54	0
cell375	0	46	54	0	45	0	44	0	59	0
cell376	0	38	47	3	27	19	46	0	60	1
cell377	0	57	17	25	61	0	35	21	42	0
cell378	2	53	23	22	41	0	45	14	25	27
cell379	1	59	7	48	46	0	16	34	55	0
cell380	0	47	30	18	47	0	50	7	51	0
cell381	0	59	23	12	59	0	47	0	57	0
cell382	0	52	5	49	48	1	54	2	40	0
cell383	0	58	60	0	54	0	43	12	37	1
cell384	0	57	27	23	41	3	42	0	40	1
cell385	0	50	13	45	55	0	34	14	33	13
cell386	3	53	22	25	50	0	44	0	46	0
cell387	1	46	36	13	38	0	31	1	40	0
cell388	0	44	29	24	51	0	38	20	35	1
cell389	0	49	2	43	36	0	46	5	12	32
cell390	0	59	21	23	52	5	46	0	48	1
cell391	0	40	34	28	38	5	45	1	44	0
cell392	0	50	12	27	46	0	46	5	57	8
cell393	0	43	19	24	51	0	51	0	47	0
cell394	1	50	26	21	38	4	27	13	51	2
cell395	0	45	33	22	53	5	58	0	49	0
cell396	0	49	47	6	55	2	51	0	57	0
cell397	0	43	26	37	52	0	57	0	55	0
cell398	0	54	34	6	44	1	41	0	46	0
cell399	0	56	51	1	58	0	55	1	58	0
cell400	3	50	50	2	41	0	40	0	46	1
cell401	0	56	26	25	51	0	40	8	39	11
cell402	0	49	4	31	45	0	11	43	49	0
cell403	0	44	30	7	50	0	36	12	46	0
cell404	1	49	26	23	52	0	51	3	52	0
cell405	0	54	14	25	43	0	48	13	56	8
cell406	0	43	2	47	50	0	43	0	46	0
cell407	0	49	12	33	43	1	52	5	42	14
cell408	0	51	30	20	34	22	61	0	53	0
cell409	0	41	1	38	47	4	42	3	41	0
cell410	0	54	50	0	47	0	42	0	45	0
cell411	5	39	2	48	52	0	12	31	40	10
cell412	0	52	39	12	35	0	46	6	37	9
cell413	1	53	9	50	41	0	6	35	58	0
cell414	0	56	26	38	47	2	35	0	47	0
cell415	1	51	10	47	43	0	31	22	41	0
cell416	1	45	42	5	3	48	41	1	59	0
cell417	3	59	59	0	42	0	49	0	45	0
cell418	1	62	20	32	45	0	46	0	36	1
cell419	0	44	0	54	53	1	32	26	49	5
cell420	0	53	44	0	48	0	49	1	45	0
cell421	0	58	11	38	49	0	22	16	7	25
cell422	0	55	41	18	51	3	34	0	41	0
cell423	0	45	41	0	44	0	44	0	47	0
cell424	0	51	44	2	2	44	40	1	46	0
cell425	0	59	0	54	50	0	61	0	54	0
cell426	0	54	44	0	49	0	59	0	50	0
cell427	0	45	54	0	59	0	54	1	46	0
cell428	1	48	49	5	47	1	48	0	43	0
cell429	0	55	9	32	49	0	50	0	48	0
cell430	1	50	33	11	52	0	31	8	33	10
cell431	1	55	18	37	66	0	28	16	52	0
cell432	1	57	6	45	45	2	13	31	48	0
cell433	0	55	11	39	51	0	12	46	58	0
cell434	4	54	40	0	44	0	62	0	55	0
cell435	3	53	39	0	47	0	49	0	45	0
cell436	0	51	8	42	62	0	24	28	32	24
cell437	0	56	6	50	37	2	22	23	45	0
cell438	0	46	34	19	37	9	48	0	38	0
cell439	2	55	33	22	36	4	50	0	52	0
cell440	0	56	34	1	23	25	52	0	38	1
cell441	0	55	6	31	36	0	56	0	47	0
cell442	0	51	48	0	54	0	42	2	55	3
cell443	0	38	19	44	67	0	49	0	38	0
cell444	0	37	39	2	38	3	54	0	36	0
cell445	4	57	22	28	49	6	48	0	54	0
cell446	0	49	27	13	24	20	40	3	66	0
cell447	0	47	24	18	37	13	39	0	55	1
cell448	0	57	40	0	40	0	45	0	65	0
cell449	0	60	24	32	50	0	55	0	54	0
cell450	1	50	5	53	61	0	12	41	50	0
cell451	0	48	15	38	49	1	46	1	46	0
cell452	0	54	17	29	47	1	52	0	59	0
cell453	0	47	24	29	50	2	46	16	55	0
cell454	0	55	6	39	43	0	41	4	42	19
cell455	0	61	37	19	35	13	43	0	50	2
cell456	4	43	46	0	44	6	35	0	49	0
cell457	0	38	53	0	56	0	47	0	51	0
cell458	0	35	55	0	42	0	46	0	42	0
cell459	0	49	14	32	48	0	25	30	39	0
cell460	0	56	18	17	39	12	40	1	49	0
cell461	0	42	0	44	56	3	55	6	37	10
cell462	0	54	0	49	43	0	15	31	42	8
cell463	2	43	21	26	32	0	41	9	40	0
cell464	1	45	41	6	37	5	48	0	40	0
cell465	0	59	45	13	45	0	42	0	55	0
cell466	0	50	51	0	50	5	51	4	42	0
cell467	0	49	2	55	43	0	49	3	48	1
cell468	0	51	3	36	40	5	46	8	47	0
cell469	0	49	20	34	49	2	31	13	41	2
cell470	1	49	31	33	53	0	53	8	40	0
cell471	0	47	29	23	51	1	48	0	49	0
cell472	1	38	39	35	40	0	22	23	21	24
cell473	0	58	43	10	34	5	48	0	53	1
cell474	0	46	43	11	52	8	44	3	49	0
cell475	0	78	43	3	56	0	40	0	42	0
cell476	0	54	58	0	40	3	45	0	52	0
cell477	0	48	51	1	51	0	51	0	48	0
cell478	0	47	36	12	36	20	57	3	54	0
cell479	3	42	38	7	59	0	51	7	49	0
cell480	1	52	16	46	56	0	49	0	54	0
cell481	0	49	16	35	53	2	37	14	44	1
cell482	0	49	38	15	31	17	42	11	41	0
cell483	3	50	52	0	13	34	70	0	41	1
cell484	0	60	42	9	36	20	45	0	49	1
cell485	0	57	29	21	49	0	37	11	52	0
cell486	4	46	45	4	25	14	37	2	57	0
cell487	0	52	58	7	32	16	43	0	50	0
cell488	5	47	6	46	58	0	22	22	35	15
cell489	0	40	55	0	51	0	57	0	47	0
cell490	0	44	20	39	55	0	49	8	49	0
cell491	0	51	51	0	46	0	53	0	47	2
cell492	0	46	16	21	42	0	50	15	54	3
cell493	0	49	28	35	48	0	43	7	32	1
cell494	0	55	10	41	51	0	48	3	35	12
cell495	0	65	35	12	46	0	25	12	51	0
cell496	0	38	11	53	61	0	21	27	36	0
cell497	3	37	43	8	61	0	44	1	60	0
cell498	0	60	14	30	57	0	41	11	65	0
cell499	0	34	45	0	41	0	49	0	47	0
cell500	0	55	6	51	50	0	29	17	36	10
