	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell28	0	55	29	13	49	0	57	0	39	0	63	0	55	0	38	4	54	0	45	0	50	5	49	0	53	0	47	4	49	0
cell29	0	52	1	51	14	26	54	1	31	20	47	0	52	0	60	0	41	0	53	1	42	0	49	3	67	1	53	0	40	23
cell30	0	57	1	42	36	12	42	1	36	14	45	5	45	0	48	1	46	3	52	0	52	1	48	1	52	0	46	5	39	5
cell31	1	50	27	20	53	9	46	9	43	0	55	2	51	1	52	0	53	0	49	2	57	0	61	0	53	0	55	6	38	1
cell32	0	60	6	46	43	16	47	0	48	4	36	8	47	0	46	1	50	0	37	13	38	5	43	5	42	3	43	1	50	0
cell33	0	41	6	42	23	20	42	1	39	0	48	1	47	1	47	3	52	0	54	0	59	0	43	0	51	0	66	0	50	0
cell34	3	78	9	37	49	3	48	0	50	1	61	9	58	0	45	0	50	0	10	27	38	9	46	2	58	7	37	0	48	0
cell35	0	42	44	0	63	1	49	0	53	0	46	0	23	27	57	1	40	0	46	0	55	0	42	0	70	0	47	0	62	0
cell36	0	46	0	49	9	33	50	0	58	0	43	0	44	0	48	0	61	2	54	0	57	0	54	0	42	0	49	0	47	0
cell37	0	59	55	0	55	0	41	0	39	0	45	2	56	0	47	8	50	0	49	1	54	1	58	0	46	0	41	0	57	0
cell38	0	62	31	23	39	8	45	0	41	0	54	0	56	0	59	0	49	5	50	8	47	0	53	0	52	0	65	0	37	0
cell39	0	54	49	0	45	0	53	0	54	0	48	0	20	12	51	0	48	0	39	0	54	0	48	0	51	0	58	0	54	0
cell40	0	62	48	0	54	0	51	0	47	0	38	1	9	30	42	5	47	0	49	4	46	0	18	29	52	0	62	0	49	0
cell41	2	40	38	16	50	4	50	0	46	1	52	0	61	3	42	0	58	0	44	1	53	0	51	0	57	1	60	0	46	0
cell42	0	52	8	47	7	37	48	4	9	43	43	0	65	0	49	0	48	0	56	0	61	0	46	3	43	0	53	0	43	17
cell43	0	37	35	25	49	0	68	0	44	0	52	1	46	0	45	0	44	0	35	8	51	0	54	1	46	2	50	0	59	0
cell44	0	67	0	45	50	0	58	0	52	0	70	0	51	0	53	0	63	0	51	0	52	0	37	0	45	0	55	0	44	0
cell45	0	48	48	0	46	0	34	1	41	1	60	0	24	29	48	0	49	0	51	0	49	0	40	0	58	0	32	0	38	1
cell46	2	52	49	0	42	0	58	1	53	3	48	0	8	46	41	0	43	4	51	0	39	0	29	5	52	0	45	1	37	0
cell47	2	47	57	0	60	2	57	2	46	0	43	0	64	1	8	46	24	13	42	0	63	0	60	7	48	5	50	3	40	0
cell48	1	47	5	48	61	0	37	2	52	0	44	5	42	7	53	0	56	0	55	3	39	4	49	0	53	0	51	0	36	0
cell49	3	48	22	35	55	10	55	0	41	0	40	5	48	0	52	1	50	0	40	4	57	0	54	0	46	0	56	0	51	0
cell50	5	44	61	5	57	1	49	0	37	1	48	0	54	0	65	0	45	0	38	0	56	0	38	0	54	0	47	0	52	0
cell51	0	63	18	27	30	20	40	0	46	0	29	13	42	0	55	0	46	0	43	4	50	1	50	0	50	0	58	0	48	0
cell52	0	43	14	41	27	34	38	4	29	28	55	0	46	0	45	0	40	6	60	0	44	0	63	0	48	1	39	0	29	16
cell53	0	49	2	43	42	14	47	0	60	1	50	5	49	0	59	0	57	0	25	20	25	17	45	0	45	3	30	0	58	0
cell54	0	54	5	41	41	13	41	4	37	2	42	10	43	5	54	0	55	0	45	1	53	0	52	0	39	0	59	0	40	0
cell55	0	49	19	34	8	35	40	10	42	0	52	0	45	0	47	0	49	0	48	0	48	0	55	0	44	1	45	8	48	0
cell56	0	41	42	6	62	3	54	0	46	0	48	0	60	0	57	0	65	0	46	0	44	0	50	0	54	0	53	0	51	0
cell57	0	55	70	0	47	2	55	0	49	2	44	0	6	44	42	0	52	0	50	0	48	0	9	34	60	0	45	0	47	0
cell58	0	43	49	0	55	0	45	0	51	0	39	0	50	0	42	2	51	0	59	1	44	0	55	0	57	1	53	0	42	0
cell59	0	60	3	45	12	44	50	0	13	28	45	0	62	0	60	0	37	0	50	0	50	0	52	0	45	2	48	0	38	1
cell60	0	52	5	49	43	7	43	0	51	0	45	14	50	0	64	0	46	0	41	14	44	3	48	0	49	0	60	0	60	0
cell61	0	59	7	44	40	5	30	25	48	0	50	0	41	0	40	0	43	0	52	0	54	0	44	0	45	0	48	1	49	0
cell62	0	43	52	0	47	0	51	0	50	0	40	2	54	0	22	36	30	20	59	1	63	0	45	0	56	0	43	0	39	0
cell63	0	61	48	0	52	0	50	0	45	0	41	1	21	25	43	0	41	0	35	0	46	0	17	36	54	0	62	0	46	0
cell64	0	47	55	0	44	0	49	0	52	10	46	0	57	5	51	0	64	1	47	0	40	0	48	0	50	0	46	0	42	0
cell65	0	47	53	0	53	0	43	0	47	0	41	0	39	0	21	26	57	0	51	0	49	0	40	0	46	0	54	0	44	3
cell66	0	50	17	41	41	1	36	8	53	1	41	0	51	0	48	0	62	0	52	1	36	8	55	0	54	0	46	0	56	0
cell67	4	41	58	0	48	0	45	0	46	0	53	0	51	8	30	16	53	1	47	4	51	0	31	26	39	0	55	5	50	0
cell68	0	60	50	0	55	0	43	0	46	3	46	0	56	0	45	0	48	0	51	0	56	0	50	0	53	0	46	0	64	0
cell69	0	56	0	55	21	23	45	0	31	14	49	0	50	1	43	6	58	1	51	2	51	1	59	0	53	0	58	0	54	1
cell70	0	56	44	0	52	0	61	0	57	0	31	0	48	0	18	30	36	11	41	0	51	0	58	0	47	0	38	5	46	0
cell71	0	45	36	14	39	6	53	1	57	0	46	11	50	0	42	7	59	0	55	0	52	1	54	0	56	0	58	0	49	0
cell72	4	36	11	33	43	6	64	0	51	0	39	1	50	0	52	0	53	0	51	0	57	0	51	3	56	4	44	0	44	0
cell73	0	51	31	10	43	9	55	0	47	0	42	8	49	0	58	0	40	0	57	0	61	0	47	1	50	0	44	0	50	0
cell74	3	52	20	24	30	19	27	24	64	0	47	0	51	0	56	0	51	0	64	0	46	0	43	2	46	0	45	2	63	0
cell75	0	48	61	0	48	0	47	3	58	0	53	0	28	29	40	0	37	0	50	0	52	0	45	9	50	0	49	0	51	0
cell76	0	50	38	8	46	1	56	1	51	0	42	1	67	0	53	0	48	0	45	5	35	0	50	0	49	1	42	0	59	0
cell77	6	42	4	53	40	7	56	0	58	0	51	5	51	0	52	0	49	1	24	34	40	15	53	0	44	5	55	0	47	0
cell78	0	50	23	23	43	1	44	1	45	0	41	10	47	0	51	0	27	0	43	2	49	0	56	0	48	0	61	0	62	0
cell79	0	57	17	43	48	2	39	0	45	0	22	16	42	6	45	0	41	0	49	1	53	0	43	0	53	0	38	0	43	0
cell80	2	56	1	41	34	10	47	2	52	0	29	7	58	0	41	1	53	1	29	21	44	2	46	0	46	0	68	0	65	2
cell81	0	68	20	29	25	26	50	0	56	0	41	3	50	0	61	0	42	0	42	0	59	1	44	0	49	0	35	0	46	2
cell82	0	48	47	0	46	0	48	0	46	3	42	0	48	0	47	0	52	1	46	0	55	0	41	0	64	1	47	0	38	0
cell83	1	47	66	0	52	0	52	0	53	11	65	0	15	33	56	0	47	0	62	2	59	0	46	2	45	0	42	0	57	0
cell84	0	62	1	41	45	0	29	23	62	0	38	0	46	0	50	0	49	0	46	4	51	0	37	0	52	0	49	1	37	0
cell85	0	54	17	38	17	34	47	3	25	17	45	0	63	0	50	0	49	0	48	0	44	0	52	0	50	0	52	0	60	0
cell86	0	41	4	40	40	6	60	1	44	0	37	13	56	0	53	0	41	0	32	3	43	2	57	0	64	0	54	0	60	0
cell87	0	42	16	43	43	13	52	0	55	0	41	16	50	0	62	0	45	0	42	12	49	0	56	0	48	0	37	0	52	0
cell88	0	63	49	1	46	0	46	0	41	0	55	0	50	5	32	17	37	9	53	0	41	0	49	0	52	0	55	0	51	0
cell89	0	58	3	37	20	25	44	0	7	35	57	0	54	0	50	0	47	0	50	1	61	0	40	0	70	0	49	1	39	15
cell90	0	50	50	2	37	0	49	0	50	0	45	0	51	0	46	0	43	5	41	3	68	0	58	0	41	4	45	0	39	0
cell91	1	56	42	0	43	3	51	0	53	0	38	2	64	0	10	36	42	5	53	6	56	0	42	0	54	0	52	0	60	0
cell92	0	47	13	31	34	26	55	0	37	1	33	5	53	0	48	0	40	1	59	0	51	0	55	0	42	0	44	0	53	0
cell93	0	52	49	0	54	0	60	0	50	0	50	0	55	0	43	0	41	0	50	0	50	0	62	1	59	6	56	0	44	0
cell94	0	40	25	14	38	15	41	0	53	0	42	0	60	0	34	2	53	0	52	0	47	0	44	0	61	0	45	0	52	0
cell95	0	47	60	0	34	0	40	0	48	0	57	0	47	0	26	10	57	0	43	0	47	0	44	0	60	0	61	0	46	0
cell96	0	45	38	0	53	0	46	0	50	0	57	0	40	0	21	29	17	24	39	0	42	0	66	0	45	0	51	0	41	0
cell97	0	48	39	9	47	6	51	0	61	0	44	3	55	0	54	0	54	0	50	0	51	0	41	0	64	0	55	0	49	0
cell98	0	63	38	0	44	0	53	0	53	0	49	0	22	35	48	0	45	2	48	0	52	0	27	28	58	2	46	1	47	1
cell99	0	55	49	0	61	1	49	1	64	0	49	0	58	0	60	2	48	0	56	0	53	0	48	0	50	0	52	0	49	0
cell100	1	53	50	6	56	0	54	0	50	0	53	3	66	0	0	55	40	6	46	1	33	4	41	0	61	0	48	3	46	0
