	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell57	0	67	20	29	48	1	53	0	26	30	49	0	52	0	56	1	42	17	42	0	26	15	32	13	38	5	34	7	69	0
cell58	0	57	7	38	58	3	47	0	54	0	50	0	54	0	57	0	46	0	58	0	45	0	42	0	50	0	47	1	56	0
cell59	0	42	53	0	61	0	47	0	49	0	54	0	53	0	55	0	54	0	43	6	45	1	53	0	54	0	61	1	44	0
cell60	0	38	3	38	42	0	52	0	20	23	54	0	43	0	48	6	28	5	50	0	40	17	36	4	46	0	46	1	61	1
cell61	7	40	52	0	45	0	37	10	45	0	51	0	44	0	56	0	59	0	63	0	43	0	42	0	38	0	59	0	52	0
cell62	0	49	0	40	18	26	47	8	22	23	55	0	53	0	44	0	35	23	56	0	36	5	64	0	57	0	46	0	47	3
cell63	0	63	34	0	47	0	51	0	50	0	55	0	59	0	59	0	48	1	40	12	62	0	57	0	31	0	56	0	45	0
cell64	0	46	12	42	44	3	51	0	31	13	45	0	45	1	40	1	39	5	48	0	47	0	46	5	40	0	50	0	62	0
cell65	0	39	27	21	40	12	53	0	34	12	54	0	48	0	46	0	21	25	37	11	63	0	72	0	61	0	43	1	49	0
cell66	0	49	11	30	33	14	39	4	34	11	56	0	50	0	68	0	31	16	50	0	37	1	47	0	50	1	47	0	45	0
cell67	0	47	68	0	46	0	55	0	41	0	58	0	49	0	42	0	43	0	53	1	36	0	56	0	43	0	36	1	54	0
cell68	0	42	12	40	57	2	50	0	24	21	38	9	58	0	45	1	26	26	44	0	25	20	38	1	45	1	44	1	52	0
cell69	1	46	50	0	57	0	55	0	45	3	50	0	48	0	55	0	48	0	45	0	46	1	56	0	55	0	52	0	54	0
cell70	0	40	17	39	41	7	35	11	47	0	57	0	40	0	57	0	52	0	50	0	55	0	56	0	54	0	57	0	44	0
cell71	0	54	2	50	42	1	41	0	33	23	35	0	54	0	51	0	30	10	42	1	34	7	52	4	42	0	39	0	47	0
cell72	0	45	41	1	54	2	39	0	53	0	41	3	57	0	45	0	48	0	19	31	47	1	35	3	47	0	51	1	51	0
cell73	0	52	7	39	43	3	61	0	30	13	47	0	57	0	67	0	31	11	44	0	39	0	42	4	55	1	49	0	48	1
cell74	0	59	1	37	55	1	47	5	4	42	49	0	51	0	60	0	35	24	55	0	22	40	40	6	62	0	38	0	52	0
cell75	0	44	7	37	37	15	51	0	52	1	58	0	49	0	52	0	50	0	51	0	46	0	42	0	61	0	46	0	39	3
cell76	0	54	25	27	34	15	49	1	13	29	50	3	56	0	62	0	29	20	58	0	46	3	48	0	44	0	63	0	47	0
cell77	0	39	57	1	44	0	55	2	57	0	39	0	47	0	44	0	42	0	53	0	44	0	54	0	56	7	56	0	39	1
cell78	0	37	17	37	73	2	45	8	53	0	52	9	48	4	42	0	45	0	42	2	54	0	47	3	42	0	57	2	62	0
cell79	2	50	4	36	46	0	35	27	50	4	44	10	46	0	48	0	49	0	44	0	44	0	49	0	46	0	55	0	47	6
cell80	0	56	28	21	40	11	51	0	67	0	63	1	45	0	47	0	57	0	57	0	53	0	47	0	47	0	54	0	43	3
cell81	0	44	26	16	46	0	66	0	55	0	48	3	57	1	54	0	46	0	49	1	41	0	57	0	38	3	51	0	44	0
cell82	0	43	3	46	39	4	30	21	46	0	23	26	47	0	40	0	50	0	52	0	56	0	62	0	49	0	40	16	26	12
cell83	0	45	1	47	48	1	57	1	15	44	51	0	59	0	34	0	11	40	44	0	10	39	48	6	43	0	38	10	51	2
cell84	1	57	16	30	48	6	39	0	32	27	51	0	41	1	57	0	36	7	52	1	60	7	70	0	40	0	35	0	51	0
cell85	0	48	13	34	44	7	57	0	49	0	60	0	48	0	41	0	37	0	42	0	47	0	64	0	63	0	42	0	41	2
cell86	0	55	8	42	46	0	28	7	53	0	57	0	63	0	45	0	49	5	46	0	58	1	43	1	51	0	49	0	54	0
cell87	0	46	0	43	39	8	56	0	14	46	51	0	36	1	51	0	38	14	42	4	31	23	45	3	54	2	48	4	65	0
cell88	1	51	42	0	63	0	54	1	50	3	41	0	37	0	54	0	44	0	45	0	49	0	58	0	43	0	51	0	56	2
cell89	0	59	40	0	60	0	53	1	47	0	55	0	51	2	56	1	52	5	4	63	40	0	44	0	33	9	54	3	50	0
cell90	0	49	6	53	43	0	21	40	55	0	44	0	50	0	40	0	45	0	53	0	54	0	39	0	44	0	45	0	60	0
cell91	0	50	13	41	58	0	7	55	42	7	29	10	42	10	42	5	53	2	59	0	53	0	47	0	45	0	43	5	40	0
cell92	0	45	0	44	38	7	49	0	30	33	51	0	52	0	44	0	28	12	37	7	51	0	46	0	49	0	58	0	50	0
cell93	0	63	13	40	38	0	11	26	53	0	39	12	46	2	46	0	47	1	31	6	49	0	52	0	45	0	58	0	53	9
cell94	0	60	0	46	42	0	37	5	44	0	60	0	49	0	48	0	37	0	56	0	54	0	50	0	52	0	53	0	53	0
cell95	0	53	58	0	49	0	42	0	53	0	49	0	41	0	53	2	63	0	15	45	47	0	59	0	49	0	67	1	64	0
cell96	0	50	6	47	58	0	13	28	58	1	15	39	45	15	43	0	46	0	50	0	31	0	56	6	43	0	47	0	54	1
cell97	1	47	12	29	55	0	42	14	51	4	48	0	68	1	53	0	49	0	53	0	41	0	52	0	51	0	43	0	48	0
cell98	0	53	10	35	56	1	51	3	28	21	38	4	53	0	38	0	35	15	57	0	39	8	50	0	41	0	65	0	49	0
cell99	0	47	44	0	41	2	49	2	47	0	41	0	37	0	50	0	53	2	9	43	46	0	47	0	9	36	51	0	47	0
cell100	0	51	11	32	45	0	26	26	45	0	47	0	57	0	61	0	47	0	62	0	47	1	54	0	54	0	55	3	44	0
cell101	0	52	3	39	47	0	8	47	55	0	38	10	38	0	39	4	49	0	42	0	41	0	58	0	53	0	44	0	62	0
cell102	2	40	20	39	50	0	36	15	52	1	35	15	39	1	47	0	60	0	48	0	53	0	49	1	56	0	45	0	49	0
cell103	0	64	52	1	52	0	52	0	49	2	57	0	45	0	53	0	50	0	46	0	53	0	41	1	44	12	46	0	59	0
cell104	0	64	0	54	58	0	14	38	45	0	45	6	51	0	56	0	52	1	49	0	54	0	52	0	52	0	44	4	49	9
cell105	2	49	12	33	40	2	13	34	50	0	42	4	46	16	59	0	51	0	47	2	49	0	48	0	54	0	57	0	46	0
cell106	0	55	14	35	57	0	13	37	48	1	31	22	42	17	38	4	52	0	53	5	55	0	57	0	38	0	58	0	49	0
cell107	0	45	10	43	41	0	31	24	33	0	36	14	53	0	53	0	48	0	61	0	63	0	53	0	55	0	37	0	38	14
cell108	0	43	49	0	33	0	67	0	49	0	48	1	73	0	59	1	49	0	18	26	72	0	55	0	25	27	48	0	51	0
cell109	1	49	3	50	36	3	55	0	21	26	51	0	45	0	55	1	10	30	46	5	24	23	59	0	35	0	45	9	60	0
cell110	0	56	2	56	40	0	1	51	50	0	52	0	46	0	51	0	54	0	58	0	52	0	44	0	40	0	47	0	52	0
cell111	0	47	54	4	47	0	54	0	68	0	46	0	51	0	56	0	58	0	52	0	47	0	43	0	52	0	42	0	44	0
cell112	0	53	1	46	51	7	58	0	18	25	51	0	54	0	53	0	33	28	50	0	66	0	53	0	50	0	53	0	47	0
cell113	0	55	10	40	46	0	50	0	29	17	46	4	49	0	54	0	35	27	62	0	22	18	42	9	52	0	45	0	59	0
cell114	0	52	51	0	42	0	57	0	52	0	67	0	51	1	55	0	45	0	11	34	58	0	51	0	46	7	43	0	39	0
cell115	0	52	13	32	48	0	21	32	47	0	56	2	57	0	42	0	56	4	71	0	54	0	52	0	39	0	44	0	50	6
cell116	0	60	27	22	20	24	62	0	67	0	58	0	52	0	44	0	48	0	55	0	49	0	56	0	54	0	52	1	56	0
cell117	0	42	11	45	55	0	17	33	39	0	26	24	51	11	45	5	46	1	51	0	59	0	57	0	49	0	46	0	64	0
cell118	0	45	58	0	52	7	53	0	56	0	51	0	59	6	47	0	44	0	7	40	43	0	45	0	18	18	66	0	51	0
cell119	4	59	2	54	37	16	44	0	10	48	51	0	49	0	39	0	34	18	51	0	29	13	26	30	48	0	57	1	32	0
cell120	0	48	7	44	35	13	50	0	20	33	53	0	49	0	47	1	30	12	54	0	45	0	40	3	41	1	52	2	48	0
cell121	0	60	10	34	37	14	63	0	37	18	58	0	37	1	55	0	38	11	51	0	52	1	53	0	55	0	44	0	48	0
cell122	0	54	52	0	54	0	50	0	59	0	55	0	46	0	51	3	46	0	44	0	59	0	45	0	45	0	56	0	58	0
cell123	0	49	18	25	33	12	21	31	50	0	48	0	51	0	45	1	58	0	53	1	45	1	53	0	50	7	51	0	61	0
cell124	0	50	48	0	43	0	39	7	47	4	53	0	46	0	45	4	51	8	40	16	54	0	51	0	33	14	53	1	41	0
cell125	0	35	53	0	40	0	52	0	41	0	45	0	47	0	53	0	51	1	51	0	49	0	65	1	63	0	51	0	44	0
cell126	1	48	43	2	48	4	55	0	54	0	50	0	42	0	50	0	44	0	7	42	56	0	43	0	66	0	66	0	46	0
cell127	0	49	18	42	50	0	25	14	43	3	43	10	53	0	50	2	47	3	39	0	56	0	47	0	61	0	61	0	49	0
cell128	9	38	4	48	43	0	3	43	59	0	17	26	29	34	33	5	43	1	53	0	52	0	49	0	47	0	39	0	36	0
cell129	2	50	8	40	61	0	23	27	52	0	57	0	58	0	53	0	50	0	53	0	55	5	46	0	49	0	43	12	52	1
cell130	0	53	7	49	46	0	64	0	17	39	42	0	45	0	46	0	13	32	48	0	43	9	60	1	42	0	47	0	57	0
cell131	0	47	4	46	41	18	38	0	53	1	44	0	58	1	50	2	47	2	48	0	60	0	58	0	40	0	50	3	40	0
cell132	2	44	7	42	50	2	56	0	22	31	47	0	57	0	44	1	14	38	42	1	25	43	33	7	55	0	37	6	48	3
cell133	0	55	1	41	51	0	22	30	54	0	52	0	42	0	54	2	46	3	36	0	60	0	50	0	48	0	61	0	42	0
cell134	0	50	64	0	58	0	49	0	54	0	53	0	53	0	55	0	49	1	49	0	42	0	55	0	47	0	51	0	54	0
cell135	0	54	55	0	45	0	55	0	52	0	39	4	43	0	55	0	43	0	47	7	55	0	49	0	53	0	42	0	63	0
cell136	0	49	0	59	25	10	47	0	24	38	56	0	49	2	48	0	20	23	63	1	48	9	38	4	51	0	47	0	48	0
cell137	0	39	18	25	46	0	20	25	56	0	33	22	38	3	36	4	48	0	41	0	46	0	46	0	49	0	60	0	47	0
cell138	0	35	28	27	40	1	50	0	40	11	54	0	49	0	49	0	40	0	45	0	56	0	52	0	55	0	61	0	47	0
cell139	0	51	3	42	47	4	46	0	21	42	51	3	49	0	54	0	18	31	31	1	45	11	55	0	46	0	64	0	56	0
cell140	1	59	7	29	47	0	20	30	56	0	36	11	49	0	58	0	51	0	48	0	55	0	47	1	50	0	30	2	57	2
cell141	3	48	54	0	38	0	46	0	40	1	37	0	43	0	53	1	60	0	9	36	49	0	47	0	57	0	51	0	60	0
cell142	8	43	55	0	41	0	56	0	52	0	61	1	57	1	45	0	64	0	54	0	46	0	51	0	36	2	47	0	57	0
cell143	0	48	16	33	36	2	54	1	23	22	52	0	50	0	53	0	40	7	52	0	52	3	54	2	41	0	58	0	37	0
cell144	1	39	54	0	60	0	48	0	45	0	39	0	38	0	41	6	38	0	50	0	64	0	47	2	60	0	48	0	46	0
cell145	0	39	15	33	40	6	45	0	29	24	58	0	46	0	49	2	56	0	44	0	61	4	69	0	56	0	49	0	45	0
cell146	0	60	34	25	44	0	25	23	46	0	30	23	27	9	40	7	44	0	36	0	40	10	58	0	44	0	43	0	45	0
cell147	0	50	50	0	52	0	48	0	49	0	48	1	49	0	48	0	43	0	31	16	36	0	55	0	41	11	49	0	49	0
cell148	6	55	22	27	36	0	38	1	47	1	43	0	43	0	39	0	52	1	57	0	62	0	54	9	50	0	50	0	42	1
cell149	0	33	10	38	34	14	51	0	30	30	45	2	44	1	49	0	37	11	53	0	51	7	39	0	51	1	57	0	65	0
cell150	1	37	12	32	51	0	38	22	50	2	57	3	46	0	39	0	48	0	39	0	45	0	51	0	41	0	56	0	45	0
cell151	1	39	16	40	33	13	56	0	33	13	50	2	60	0	51	0	50	8	60	2	51	0	57	0	65	0	44	0	46	0
cell152	0	44	19	44	52	0	23	23	56	0	27	16	54	9	47	0	57	0	51	0	51	0	52	0	60	0	66	1	37	0
cell153	0	47	16	42	41	0	15	24	51	1	52	0	50	0	56	0	53	0	59	0	55	0	56	0	61	0	54	0	47	0
cell154	0	35	14	31	39	4	40	0	42	11	65	2	68	0	53	0	43	7	58	0	38	12	45	0	53	0	55	0	43	1
cell155	0	40	52	1	43	0	46	0	49	0	50	0	45	0	60	0	61	0	44	9	40	0	61	0	54	0	48	1	47	0
cell156	0	53	6	47	41	7	49	5	24	22	42	0	47	0	46	7	24	28	59	5	31	20	47	1	46	0	33	8	46	0
cell157	0	53	20	31	43	3	52	0	21	25	51	0	52	0	54	0	21	25	41	3	22	31	38	13	57	0	44	5	51	0
cell158	0	58	10	28	53	1	54	0	10	34	41	3	54	0	52	0	50	8	54	0	58	0	62	0	43	4	62	0	45	0
cell159	0	42	45	0	42	3	49	0	49	0	48	0	52	2	47	0	59	0	50	0	42	0	53	1	50	2	61	0	52	0
cell160	0	41	47	5	47	0	48	0	51	0	44	1	53	0	50	0	61	0	34	0	53	1	53	3	60	0	50	1	51	0
cell161	0	47	5	44	63	0	3	35	44	4	19	27	39	16	52	0	53	0	47	0	42	0	57	0	61	3	48	0	44	0
cell162	0	55	50	0	52	0	57	0	55	0	50	2	45	0	60	0	36	0	46	1	51	3	48	0	43	0	54	2	44	0
cell163	0	50	7	53	21	23	40	0	27	19	45	0	54	0	59	1	42	0	47	7	47	0	60	0	54	0	56	0	53	1
cell164	0	45	2	51	36	16	45	0	25	28	47	0	52	0	52	0	39	25	52	0	33	19	43	3	52	0	48	5	44	3
cell165	0	41	2	42	34	7	52	0	37	1	51	0	50	0	42	0	48	1	45	0	48	0	39	1	58	1	48	0	49	3
cell166	0	54	9	43	23	27	62	0	45	4	55	2	47	0	55	0	36	14	46	1	34	1	49	16	53	0	46	0	43	0
cell167	0	58	4	45	57	1	60	0	11	31	33	3	51	1	50	0	8	56	54	0	25	20	40	20	44	0	52	0	44	0
cell168	0	53	27	18	58	0	37	19	55	0	39	18	53	0	45	0	41	0	51	0	51	1	55	0	45	0	56	0	54	13
cell169	0	47	0	42	56	0	12	50	67	0	9	39	23	27	43	11	49	0	46	0	44	0	62	0	37	0	51	0	43	0
cell170	0	60	5	50	41	0	19	27	42	0	52	3	51	0	56	0	53	1	48	0	50	0	44	1	43	0	39	0	52	0
cell171	0	39	56	0	54	0	48	0	55	0	38	0	40	0	50	0	47	0	44	0	41	0	51	0	52	0	39	0	52	0
cell172	1	49	7	42	46	4	44	0	40	2	57	3	46	0	46	0	16	15	56	1	27	16	25	12	43	0	46	0	55	2
cell173	0	49	2	54	32	7	60	0	8	31	44	0	55	0	47	0	30	24	70	0	20	21	40	10	48	0	57	2	58	0
cell174	0	55	9	49	41	1	48	0	11	40	55	0	51	0	46	0	24	24	52	0	23	23	32	9	47	0	39	16	51	0
cell175	1	50	38	17	37	2	35	17	45	2	54	0	48	0	37	0	53	0	55	2	53	4	42	0	58	0	55	0	51	3
cell176	0	50	15	32	46	12	44	0	35	3	52	0	48	2	53	0	50	0	51	0	61	0	57	0	57	0	56	0	50	0
cell177	0	51	6	44	37	9	28	9	28	18	42	0	54	0	46	1	43	7	55	0	51	0	45	0	43	0	36	0	43	0
cell178	0	50	6	42	42	0	23	28	52	0	14	30	26	22	36	9	50	0	48	0	56	0	57	0	52	0	42	0	45	0
cell179	0	52	7	42	36	11	49	0	40	10	47	2	39	0	49	0	23	33	61	1	45	4	48	0	41	0	37	16	55	0
cell180	0	55	43	0	39	0	57	1	43	0	53	0	51	0	52	0	57	0	19	30	39	4	55	0	47	2	40	0	51	0
cell181	0	51	0	44	54	0	41	8	60	2	47	0	52	0	42	0	57	0	56	0	42	0	36	0	49	0	54	0	50	0
cell182	0	54	1	45	50	0	56	0	53	0	49	0	38	1	59	0	45	0	58	5	44	0	59	0	48	0	54	0	48	1
cell183	0	46	8	37	40	0	9	33	50	4	23	41	45	1	59	0	55	0	52	0	49	0	55	0	49	0	60	0	29	12
cell184	0	61	8	39	48	0	36	13	46	0	37	0	60	0	57	0	54	0	46	0	46	0	51	0	44	13	55	0	46	0
cell185	0	48	8	34	45	11	48	0	20	25	54	0	57	0	53	0	26	19	56	0	54	0	45	0	43	0	38	0	41	2
cell186	0	45	8	53	41	0	56	0	13	23	53	0	53	0	46	0	13	31	51	0	21	27	45	8	56	0	37	8	50	0
cell187	0	40	4	51	52	0	51	0	33	18	48	0	65	0	57	0	12	34	49	3	42	1	68	1	56	0	47	2	60	2
cell188	0	54	38	9	54	0	56	0	45	0	47	1	61	0	65	0	46	5	52	0	40	0	49	0	47	0	45	1	63	0
cell189	1	49	1	42	53	6	16	33	57	0	24	24	52	2	45	6	56	0	41	0	41	0	53	0	52	0	47	0	44	0
cell190	1	47	49	0	44	0	51	0	52	0	55	0	53	0	55	1	45	0	2	39	59	0	54	1	47	11	42	0	72	0
cell191	0	47	39	14	52	0	43	9	47	1	55	2	41	0	38	0	53	0	60	0	49	0	44	0	47	1	45	1	39	3
cell192	2	47	10	55	55	0	18	35	48	0	36	10	47	0	56	0	61	6	49	0	51	0	45	1	54	0	53	0	36	19
cell193	0	45	46	1	50	0	51	0	48	0	57	0	54	0	56	0	43	0	25	38	34	0	50	0	56	0	53	3	54	1
cell194	0	68	0	45	58	0	3	41	61	0	20	38	37	6	41	1	54	0	42	0	59	1	54	0	40	4	49	3	42	11
cell195	0	45	8	49	52	5	43	2	50	0	43	0	44	2	50	0	61	0	48	0	47	0	60	1	47	0	53	0	50	0
cell196	0	57	20	28	49	0	47	6	54	1	47	0	47	0	55	0	60	6	50	0	46	0	50	0	42	0	45	0	42	0
cell197	0	66	0	60	40	16	44	0	46	0	52	0	35	0	53	0	58	0	53	0	58	2	45	0	51	0	55	0	46	0
cell198	1	38	23	29	12	26	44	0	61	1	48	0	55	0	42	2	44	0	55	0	50	0	54	0	43	0	48	0	45	0
cell199	0	65	11	47	53	1	24	27	48	0	38	14	39	8	58	0	34	3	48	0	50	2	45	2	51	0	60	0	58	0
cell200	0	57	58	0	50	1	41	0	54	0	54	0	47	1	37	0	49	0	13	54	52	0	53	0	52	2	44	0	56	0
cell201	0	47	23	37	48	6	39	0	40	11	47	0	44	0	62	0	37	5	51	0	49	0	43	0	40	0	47	0	39	5
cell202	0	66	50	0	41	0	60	0	59	0	44	0	46	0	52	3	46	0	52	0	49	0	50	0	47	0	39	6	48	0
cell203	0	28	17	42	47	0	9	31	41	0	54	9	45	3	58	0	44	0	38	0	42	0	49	0	46	0	58	3	58	0
cell204	0	58	17	36	30	9	32	0	44	11	48	1	47	0	53	0	48	0	67	0	41	0	39	1	54	1	63	0	58	0
cell205	0	45	8	41	45	0	8	37	37	0	31	34	42	0	44	5	56	2	37	0	63	0	55	0	50	3	60	0	38	8
cell206	0	46	49	0	54	0	45	1	50	0	39	3	51	0	52	1	54	0	47	0	37	0	50	0	51	0	43	0	51	0
cell207	0	53	45	5	41	0	44	0	46	0	48	0	52	0	49	0	48	0	56	0	46	0	59	0	62	0	45	0	51	6
cell208	1	43	12	35	27	21	51	0	19	31	48	1	57	0	59	0	52	0	56	0	39	0	45	0	50	0	47	0	55	1
cell209	3	47	1	48	41	16	68	0	26	28	48	0	41	1	65	1	13	31	42	0	41	15	24	16	58	0	45	0	55	0
cell210	1	42	15	33	54	0	19	35	40	0	8	41	5	44	33	13	44	0	48	4	47	0	48	2	41	0	29	0	52	0
cell211	0	47	5	57	53	0	39	15	49	0	28	27	48	5	50	0	54	0	57	0	57	0	46	0	46	0	56	0	58	0
cell212	0	52	51	0	47	0	50	1	56	0	47	5	45	0	52	0	46	0	23	27	60	1	60	0	52	0	58	1	27	0
cell213	0	46	53	2	45	0	44	0	46	0	54	0	53	0	44	0	46	1	48	0	51	0	44	1	46	1	37	4	55	1
cell214	0	42	13	49	45	3	45	0	31	15	47	0	45	0	38	1	35	20	50	0	33	20	32	15	41	3	46	1	43	0
