	mut15	mut15	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4	mut5	mut5	mut6	mut6	mut7	mut7	mut8	mut8	mut9	mut9	mut10	mut10	mut11	mut11	mut12	mut12	mut13	mut13	mut14	mut14
cell72	0	41	59	0	14	29	49	0	43	2	42	4	37	0	46	1	47	1	53	0	46	0	58	0	41	0	41	1	51	0
cell73	0	44	16	45	49	1	47	0	18	38	44	8	78	0	42	0	56	0	53	0	33	21	61	3	47	0	50	0	59	0
cell74	3	54	50	0	14	40	45	0	41	0	49	0	41	8	47	0	47	0	48	0	47	1	61	0	41	1	40	0	53	0
cell75	0	58	41	0	13	33	38	0	47	1	42	9	44	0	59	5	33	17	55	0	59	0	38	4	40	4	49	0	37	1
cell76	0	51	37	9	51	0	56	0	53	1	49	4	39	8	62	0	44	0	68	0	49	0	45	0	51	0	56	0	60	0
cell77	3	44	18	28	49	5	45	0	37	0	45	0	55	0	48	3	34	0	44	0	47	0	50	2	51	0	61	0	47	0
cell78	0	46	5	51	52	0	44	0	6	36	61	0	41	0	44	4	42	0	44	0	25	24	35	0	23	0	43	10	44	0
cell79	0	56	46	0	19	26	57	1	51	0	42	0	46	0	48	0	45	0	49	0	58	0	47	0	59	0	59	0	46	0
cell80	1	53	10	50	48	0	59	0	36	8	49	3	39	0	54	0	42	0	45	1	40	3	58	0	52	1	51	0	46	0
cell81	0	53	44	0	46	4	60	0	47	0	60	0	55	0	52	0	47	0	58	1	45	2	48	0	52	0	40	0	43	0
cell82	1	51	14	46	45	0	61	0	41	0	52	2	5	42	44	0	56	0	55	0	51	0	37	0	46	1	46	0	39	0
cell83	1	55	9	36	41	4	47	2	18	18	58	0	49	0	61	0	50	0	45	0	49	0	56	0	51	0	52	0	56	0
cell84	1	38	45	2	28	26	53	0	61	0	28	24	45	0	44	0	50	0	56	0	58	0	47	0	46	0	52	0	65	0
cell85	0	58	50	1	19	27	58	3	44	1	37	7	47	1	56	0	52	0	64	0	63	2	50	0	55	1	45	0	41	0
cell86	0	49	53	9	45	0	38	0	55	0	49	1	54	0	53	0	55	4	34	0	44	0	54	3	54	0	48	4	42	0
cell87	0	52	45	0	53	1	49	0	50	0	20	23	50	0	44	2	39	9	29	22	59	0	43	7	39	2	68	0	41	0
cell88	0	44	43	1	41	17	42	0	52	1	60	0	43	0	49	1	54	2	42	0	44	0	50	0	51	0	50	0	44	0
cell89	0	42	62	0	44	6	49	0	61	0	2	59	51	0	58	0	44	2	10	37	40	1	31	8	51	0	43	1	52	0
cell90	0	54	47	0	42	7	47	0	68	0	13	38	54	0	59	0	41	15	61	0	47	2	53	0	59	1	45	0	56	7
cell91	0	51	57	0	33	1	51	0	54	1	44	2	46	1	47	0	23	26	48	11	54	0	50	3	51	0	46	0	42	0
cell92	0	57	53	0	30	23	36	3	55	0	51	1	54	0	40	0	40	0	48	0	48	0	49	1	47	0	44	0	61	0
cell93	0	45	36	22	48	1	63	1	47	0	48	2	49	2	39	0	49	1	63	0	52	0	54	0	39	0	46	1	52	0
cell94	1	47	35	0	3	42	53	0	47	0	55	0	68	0	45	1	51	1	56	0	45	0	52	0	61	0	43	0	51	0
cell95	0	40	49	0	44	5	52	0	56	0	22	38	42	0	62	0	39	11	45	0	56	0	47	1	35	5	55	0	37	15
cell96	0	37	36	11	48	2	59	1	47	0	61	0	55	1	50	0	50	0	55	0	65	0	44	0	42	2	41	0	39	0
cell97	0	50	61	0	39	6	39	2	59	0	34	16	51	0	41	6	28	20	52	1	55	0	60	0	47	0	43	0	57	0
cell98	0	53	34	0	34	4	44	0	41	0	35	20	45	0	51	0	21	20	48	6	54	0	53	5	55	0	51	0	44	0
cell99	1	52	9	42	51	0	44	0	6	25	46	0	47	0	55	0	55	0	64	0	28	15	37	0	44	0	51	0	46	1
cell100	0	57	56	0	47	8	47	0	51	0	15	35	26	0	51	1	34	18	50	0	52	0	39	0	37	0	46	1	46	0
