	mut5	mut5	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4
cell109	7	58	60	0	36	0	54	0	54	0
cell110	1	62	29	22	28	15	43	5	42	6
cell111	1	54	44	0	46	0	53	0	45	0
cell112	0	44	19	34	37	6	42	12	38	7
cell113	0	47	22	16	57	4	32	24	76	0
cell114	0	47	30	20	59	2	28	15	49	0
cell115	0	48	18	43	28	12	48	5	43	1
cell116	0	47	33	20	35	5	42	18	57	0
cell117	0	53	18	34	57	0	56	1	46	1
cell118	0	58	57	2	45	0	48	0	56	0
cell119	5	44	21	24	42	5	58	1	38	0
cell120	1	40	55	1	54	0	43	0	53	0
cell121	0	49	31	4	37	6	52	0	51	0
cell122	0	61	33	27	48	0	46	10	56	1
cell123	0	59	32	24	42	17	40	7	59	0
cell124	0	64	43	7	29	7	20	33	20	38
cell125	1	39	26	14	49	0	65	0	50	0
cell126	0	47	40	10	52	0	45	0	56	0
cell127	0	62	9	38	45	0	33	0	41	1
cell128	0	56	41	10	25	14	30	20	44	12
cell129	0	57	35	2	48	4	33	17	51	2
cell130	0	57	50	9	58	0	58	0	61	0
cell131	0	53	33	22	60	4	20	38	48	0
cell132	1	42	10	33	50	0	51	0	48	0
cell133	0	50	53	0	40	8	53	0	57	3
cell134	0	56	30	16	40	1	52	10	53	1
cell135	0	60	14	41	51	0	39	0	57	0
cell136	2	48	30	14	47	12	29	35	20	23
cell137	0	57	38	8	43	0	47	0	41	0
cell138	0	32	38	17	14	27	21	16	50	0
cell139	4	64	19	28	47	0	51	0	47	0
cell140	2	56	29	25	32	19	21	35	30	20
cell141	0	49	51	1	47	1	39	4	48	0
cell142	1	42	25	17	27	23	42	6	56	0
cell143	0	67	50	5	57	0	23	32	51	0
cell144	0	54	41	18	55	0	11	37	53	0
cell145	0	44	20	26	51	0	40	0	53	0
cell146	0	58	0	48	47	0	58	1	37	0
cell147	0	46	40	17	50	0	23	26	63	0
cell148	0	51	59	0	47	0	58	0	56	0
cell149	0	49	44	5	50	0	57	0	43	1
cell150	0	46	42	17	47	5	28	16	41	0
cell151	0	48	50	3	60	0	46	1	52	0
cell152	0	48	39	3	46	0	47	0	43	3
cell153	0	50	26	19	40	8	24	16	44	18
cell154	0	46	18	32	29	14	23	36	48	0
cell155	0	29	12	30	44	3	42	23	32	17
cell156	0	40	34	10	48	9	11	31	65	3
cell157	0	47	59	0	45	0	55	1	55	0
cell158	0	49	58	0	48	0	51	0	60	0
cell159	0	72	1	56	37	0	42	0	55	0
cell160	2	50	19	28	40	11	22	32	41	11
cell161	0	49	34	16	49	0	30	10	48	0
cell162	0	53	50	0	55	0	59	0	45	0
cell163	0	39	53	0	51	0	54	0	43	0
cell164	0	72	47	0	50	0	57	0	45	0
cell165	0	48	59	0	46	0	60	0	49	0
cell166	0	57	43	0	45	0	47	0	54	0
cell167	0	47	26	21	38	18	37	8	45	4
cell168	0	42	42	11	46	0	54	0	47	5
cell169	0	56	62	0	48	0	56	0	58	0
cell170	4	45	39	10	42	3	17	39	15	35
cell171	0	57	40	8	54	0	25	22	53	0
cell172	0	43	30	19	37	3	35	32	50	0
cell173	0	41	43	10	21	24	47	3	43	0
cell174	0	47	45	0	47	0	50	0	48	1
cell175	0	54	10	29	56	4	47	0	41	0
cell176	0	48	44	15	48	1	43	2	61	0
cell177	0	48	27	27	35	11	38	12	27	23
cell178	0	50	35	13	55	4	13	40	34	10
cell179	0	47	48	0	49	0	44	0	55	0
cell180	0	47	19	34	12	41	47	4	61	0
cell181	0	47	35	8	48	2	47	0	56	0
cell182	0	52	45	8	59	0	47	16	40	1
cell183	0	50	8	44	29	9	39	7	44	5
cell184	17	43	13	30	34	19	48	0	60	0
cell185	0	56	4	53	24	24	31	7	56	0
cell186	0	49	47	7	49	6	19	26	52	3
cell187	0	56	22	25	32	22	46	7	42	2
cell188	0	39	42	3	51	0	2	35	35	0
cell189	1	32	13	31	55	0	20	18	60	0
cell190	0	55	21	28	25	26	45	1	46	0
cell191	3	56	37	12	35	13	20	19	45	6
cell192	0	45	47	16	63	0	22	36	49	0
cell193	0	52	34	27	35	23	44	12	45	1
cell194	0	59	9	53	39	8	71	5	41	0
cell195	0	40	45	6	51	0	13	39	51	0
cell196	0	46	11	35	52	0	42	7	44	1
cell197	3	52	43	0	54	0	54	0	50	1
cell198	0	62	23	17	41	0	35	8	43	2
cell199	0	53	30	19	23	21	32	18	40	0
cell200	0	47	53	0	51	0	51	0	45	0
cell201	1	59	38	10	42	8	21	30	56	0
cell202	0	52	18	28	44	0	56	3	62	0
cell203	0	54	14	39	44	2	56	2	45	0
cell204	0	47	6	47	40	10	55	2	57	0
cell205	0	49	21	30	44	0	39	5	46	0
cell206	0	45	37	21	43	3	29	22	51	5
cell207	2	50	9	43	46	0	44	0	45	4
cell208	0	56	17	27	31	18	36	21	34	7
cell209	0	49	46	7	35	1	44	2	58	0
cell210	0	64	59	0	49	0	37	0	33	0
cell211	0	41	45	0	49	4	48	0	40	0
cell212	0	49	39	9	59	3	49	10	69	0
cell213	0	37	23	22	49	1	53	0	54	0
cell214	7	28	48	2	36	14	27	29	44	9
cell215	0	52	4	48	46	0	66	0	48	1
cell216	2	38	32	22	46	8	24	29	42	7
cell217	0	44	49	0	45	0	46	0	45	0
cell218	0	50	40	1	50	0	50	0	50	5
cell219	0	53	20	38	38	33	37	6	48	0
cell220	1	49	15	30	47	0	33	20	54	2
cell221	0	50	27	29	39	1	40	10	43	10
cell222	0	59	23	20	37	0	38	1	36	0
cell223	1	49	42	2	49	0	47	0	61	0
cell224	0	50	44	4	41	0	29	26	39	0
cell225	0	50	23	21	53	0	24	24	47	0
cell226	0	58	45	2	55	0	45	4	53	0
cell227	1	59	3	43	54	2	54	0	58	0
cell228	8	51	15	36	45	14	44	0	41	0
cell229	0	50	45	8	44	0	9	38	44	0
cell230	1	40	43	0	61	0	44	3	53	1
cell231	0	63	18	23	46	0	66	0	57	0
cell232	0	55	42	0	45	0	56	4	55	0
cell233	0	60	32	8	36	14	11	37	21	14
cell234	0	57	40	0	48	3	7	35	45	0
cell235	0	52	40	11	47	0	48	0	42	0
cell236	0	46	13	28	65	0	44	1	41	1
cell237	0	55	13	25	54	0	31	25	52	0
cell238	0	49	21	28	38	14	24	27	27	11
cell239	0	48	44	2	55	0	39	1	39	1
cell240	0	50	7	40	53	0	45	5	60	1
cell241	0	55	37	8	58	0	44	0	50	0
cell242	0	52	43	0	48	4	52	0	32	1
cell243	0	54	44	6	53	3	54	5	29	14
cell244	0	51	27	10	57	3	11	30	36	18
cell245	0	43	51	0	59	0	38	15	47	0
cell246	0	42	45	0	58	0	50	0	60	0
cell247	0	45	54	0	38	8	45	0	43	0
cell248	2	53	26	19	48	0	29	28	56	0
cell249	0	52	10	36	49	1	41	0	40	0
cell250	0	61	14	33	65	0	48	2	52	0
cell251	0	48	37	0	44	0	45	0	49	0
cell252	0	45	55	0	45	0	47	0	38	2
cell253	0	37	7	31	35	0	48	0	49	0
cell254	1	32	32	15	55	0	25	19	59	0
cell255	0	48	33	18	51	0	44	1	53	0
cell256	0	54	19	26	47	0	55	0	38	0
cell257	0	44	37	9	47	2	45	9	44	3
cell258	0	45	26	28	33	21	13	35	39	7
cell259	2	45	40	7	41	3	28	23	57	0
cell260	0	57	20	27	25	12	25	25	47	1
cell261	0	52	3	45	46	9	51	14	47	1
cell262	0	58	31	27	44	0	30	8	39	6
cell263	0	44	45	0	44	1	51	0	38	0
cell264	0	45	41	12	36	13	17	24	26	33
cell265	0	49	48	2	49	0	36	9	56	5
cell266	2	52	52	0	55	0	46	0	53	10
cell267	0	54	31	19	43	11	33	12	55	2
cell268	0	52	25	22	43	11	24	15	37	0
cell269	0	56	11	35	57	0	41	3	48	0
cell270	6	53	44	10	39	7	11	40	45	5
cell271	0	50	46	10	39	0	22	31	29	28
cell272	3	53	39	8	54	3	52	2	52	0
cell273	0	48	53	0	40	2	49	0	59	0
cell274	0	49	19	34	41	0	43	0	58	0
cell275	0	43	16	44	24	27	56	2	51	0
cell276	2	46	37	5	55	0	37	7	53	0
cell277	2	47	20	22	46	0	25	20	41	17
cell278	0	49	24	28	43	5	44	15	62	0
cell279	0	52	55	0	44	0	37	0	56	0
cell280	0	40	10	19	41	0	22	10	44	1
cell281	0	48	49	3	40	0	40	10	45	0
cell282	0	40	37	9	54	0	15	41	63	0
cell283	0	48	16	36	21	28	39	22	56	0
cell284	0	61	0	45	52	0	55	0	49	0
cell285	0	50	55	7	55	0	22	18	56	2
cell286	2	40	15	28	59	3	48	0	53	0
cell287	0	52	46	0	49	0	61	0	63	0
cell288	0	40	32	17	45	0	39	13	40	0
cell289	0	50	29	20	33	18	46	4	43	0
cell290	0	49	10	45	54	0	34	6	49	0
cell291	0	49	54	0	49	0	55	2	54	0
cell292	0	45	35	24	25	13	33	21	43	0
cell293	2	52	26	13	51	0	39	13	44	0
cell294	0	49	18	30	31	16	46	6	49	0
cell295	0	41	20	25	54	0	9	37	61	0
cell296	3	37	16	27	27	26	39	9	47	0
cell297	0	55	12	35	45	1	49	5	40	3
cell298	2	40	47	13	56	0	24	6	40	0
cell299	0	59	14	37	56	0	48	0	63	0
cell300	0	48	24	25	44	0	32	0	50	0
cell301	0	56	23	29	43	0	32	24	49	0
cell302	0	49	24	26	35	6	45	11	32	18
cell303	0	42	1	37	51	2	55	0	54	0
cell304	0	52	24	17	56	0	4	49	40	0
cell305	0	52	61	0	41	1	39	2	45	3
cell306	0	55	48	0	55	0	54	0	53	0
cell307	0	56	39	2	53	0	59	0	45	0
cell308	0	60	8	25	22	18	43	3	49	2
cell309	1	66	0	50	54	3	58	0	53	0
cell310	1	44	34	13	41	9	45	1	50	0
cell311	3	48	18	33	50	1	62	0	53	0
cell312	3	57	25	38	47	0	58	0	50	0
cell313	0	45	54	7	42	7	22	29	40	13
cell314	0	60	28	23	48	8	10	38	50	1
cell315	0	56	36	11	52	6	40	10	49	3
cell316	0	55	56	0	47	0	51	0	52	0
cell317	0	49	26	7	49	1	43	0	49	2
cell318	0	52	39	12	28	35	44	14	45	3
cell319	0	45	53	0	50	0	51	0	51	0
cell320	0	52	24	25	41	1	37	4	46	0
cell321	1	51	34	13	49	0	25	24	54	0
cell322	0	42	38	10	52	0	40	0	58	0
cell323	0	55	27	18	34	7	27	26	34	18
cell324	0	43	11	37	41	0	58	0	46	0
cell325	0	56	47	0	47	1	37	2	61	0
cell326	0	39	8	41	31	28	56	7	41	1
cell327	1	50	17	34	26	20	32	16	32	6
cell328	0	45	46	6	60	5	27	29	17	21
cell329	0	52	11	27	60	0	55	0	41	2
cell330	0	41	10	49	44	0	43	4	42	1
cell331	0	61	23	20	35	17	41	12	55	0
cell332	0	53	51	1	48	0	63	0	44	0
cell333	0	50	35	10	47	2	10	26	47	0
cell334	0	47	43	11	61	2	53	0	44	0
cell335	0	45	14	34	28	25	45	6	44	0
cell336	0	49	6	41	52	4	44	2	55	0
cell337	5	34	11	36	63	0	51	0	49	0
cell338	0	51	15	33	41	0	48	0	44	0
cell339	0	49	45	0	58	0	44	16	43	0
cell340	1	43	19	40	37	3	28	22	38	0
cell341	1	51	52	0	49	0	53	0	62	0
cell342	0	61	54	0	52	0	45	0	56	2
cell343	1	54	57	0	51	0	52	0	55	0
cell344	0	39	27	16	51	0	44	0	43	0
cell345	0	33	10	48	51	0	37	0	34	0
cell346	0	53	41	15	45	1	25	28	56	12
cell347	0	49	42	0	58	0	47	0	51	0
cell348	0	51	38	0	47	0	55	0	41	0
cell349	0	44	44	18	51	0	43	0	53	0
cell350	0	48	28	31	50	0	50	7	72	0
cell351	0	48	24	24	49	4	35	15	44	4
cell352	1	66	16	35	47	1	57	1	39	0
cell353	0	50	47	10	60	2	17	20	50	3
cell354	0	44	46	10	44	11	37	21	57	0
cell355	0	46	40	9	42	1	27	17	51	0
cell356	0	57	46	7	53	4	17	45	40	5
cell357	0	50	29	28	47	6	31	13	45	0
cell358	2	46	58	0	49	0	52	0	51	0
cell359	4	45	34	9	47	9	19	31	23	27
cell360	4	52	29	12	35	10	49	2	59	3
cell361	0	43	28	17	47	10	37	2	61	0
cell362	0	51	33	19	35	4	31	22	40	6
cell363	0	50	22	36	41	0	43	0	30	0
cell364	0	48	23	28	48	2	24	14	32	16
cell365	2	34	61	0	51	0	53	3	44	0
cell366	0	61	44	5	53	0	57	0	40	0
cell367	0	52	50	0	48	0	39	0	41	0
cell368	0	51	51	15	39	11	37	13	44	1
cell369	0	39	16	42	59	0	48	0	50	0
cell370	0	41	5	45	16	33	37	5	54	0
cell371	0	50	24	28	36	20	32	15	49	0
cell372	2	46	31	26	45	13	53	6	59	0
cell373	0	63	21	34	38	8	36	10	41	18
cell374	5	41	15	38	33	0	61	0	52	0
cell375	1	54	13	53	36	0	44	0	53	1
cell376	0	49	49	0	62	0	52	2	30	0
cell377	1	57	48	0	54	0	42	0	48	0
cell378	0	50	2	62	21	23	46	8	50	0
cell379	0	56	40	0	45	0	38	0	54	0
cell380	0	49	42	7	38	5	33	16	49	0
cell381	0	58	15	30	31	30	38	10	51	0
cell382	0	62	50	5	55	0	41	1	48	0
cell383	0	45	22	30	31	1	19	17	18	19
cell384	0	57	53	0	58	0	46	1	38	0
cell385	0	54	27	27	40	11	34	10	51	0
cell386	0	32	24	25	23	36	33	29	52	0
cell387	0	53	20	32	46	7	38	3	47	3
cell388	0	40	47	0	54	2	13	40	50	0
cell389	0	62	28	20	38	21	20	29	28	23
cell390	0	44	1	63	50	0	40	0	40	1
cell391	0	39	32	14	39	11	43	12	38	1
cell392	0	47	15	42	27	37	40	7	36	3
cell393	0	59	22	19	44	6	28	31	45	0
cell394	2	44	9	38	40	1	43	13	52	1
cell395	1	55	42	19	67	0	26	27	56	0
cell396	0	54	34	25	55	0	32	12	44	0
cell397	0	45	28	21	46	0	44	0	54	2
cell398	3	52	14	27	27	24	37	8	28	13
cell399	1	52	36	14	49	0	42	18	50	0
cell400	0	57	7	46	54	0	67	0	51	0
cell401	1	52	33	21	47	0	11	43	49	0
cell402	0	56	13	33	27	26	55	10	37	8
cell403	0	48	16	15	36	7	23	31	62	0
cell404	0	49	3	35	39	0	47	4	51	6
cell405	0	45	33	32	39	12	29	15	68	0
cell406	0	42	8	36	56	0	58	0	54	0
cell407	6	54	21	38	49	1	48	0	51	0
cell408	0	55	39	0	48	0	55	1	55	0
cell409	0	52	19	24	47	0	48	3	54	0
cell410	0	56	40	10	52	0	49	0	50	0
cell411	0	40	19	30	24	24	39	8	43	3
cell412	0	38	44	0	52	0	43	0	51	0
cell413	1	55	55	0	34	0	51	2	59	0
cell414	0	44	50	11	44	0	43	0	41	0
cell415	0	44	34	13	48	7	14	24	25	16
cell416	0	47	58	0	46	0	48	0	39	3
cell417	0	56	52	0	63	0	52	0	50	2
cell418	0	52	50	0	48	0	59	0	50	0
cell419	0	50	19	29	38	5	17	37	53	0
cell420	0	54	38	24	34	21	22	26	25	29
cell421	1	48	30	23	58	0	49	5	46	0
cell422	0	47	32	16	60	0	31	18	54	0
cell423	0	50	56	1	55	0	46	0	56	0
cell424	0	53	27	12	48	17	6	44	11	30
cell425	0	52	53	0	47	2	37	1	36	0
cell426	0	54	43	0	52	0	53	0	66	2
cell427	0	43	59	0	37	0	47	0	49	0
cell428	0	55	47	0	50	0	48	0	46	0
cell429	0	40	16	31	46	5	46	8	51	0
cell430	0	52	29	14	57	1	48	5	60	5
cell431	0	47	7	42	40	0	47	0	45	0
cell432	2	64	64	0	50	0	44	0	51	0
cell433	3	48	13	31	27	17	28	17	51	0
cell434	0	58	24	23	57	0	11	35	58	0
cell435	0	53	20	24	41	6	25	30	50	2
cell436	0	54	37	7	42	0	50	0	51	0
cell437	1	57	65	4	49	1	52	11	44	0
cell438	0	64	63	2	38	15	33	35	43	0
cell439	0	43	37	17	50	0	54	0	46	0
cell440	0	53	40	17	46	0	47	0	32	1
cell441	0	29	43	9	49	0	47	3	48	0
cell442	0	53	46	6	51	0	15	20	41	2
cell443	0	45	26	10	43	6	12	33	25	23
cell444	0	48	28	25	33	14	33	15	40	10
cell445	0	39	31	24	49	0	24	18	44	1
cell446	0	41	15	24	17	34	39	11	41	2
cell447	0	41	15	30	52	5	54	6	42	0
cell448	0	50	41	10	40	6	24	26	26	21
cell449	0	61	26	18	45	2	8	33	31	15
cell450	0	45	36	15	53	0	56	0	37	0
cell451	0	53	3	47	57	0	53	0	47	0
cell452	0	48	42	0	52	0	59	1	47	0
cell453	0	47	16	36	48	0	53	0	55	0
cell454	0	36	29	18	42	0	46	1	44	0
cell455	0	54	34	22	62	0	54	0	49	0
cell456	4	47	5	49	35	4	41	6	61	0
cell457	0	60	54	0	43	0	42	1	51	0
cell458	0	52	18	26	31	13	34	15	36	3
cell459	0	49	3	38	50	0	49	0	63	0
cell460	0	51	10	35	46	14	40	20	47	0
cell461	0	38	36	27	36	15	30	14	50	2
cell462	0	54	24	31	36	17	30	25	42	5
cell463	1	51	30	14	48	5	37	3	51	0
cell464	3	39	29	24	53	0	46	0	57	0
cell465	0	54	31	16	37	7	31	15	38	5
cell466	0	46	35	14	53	3	51	8	58	0
cell467	1	49	53	0	41	0	47	0	44	0
cell468	0	45	14	29	44	2	4	42	56	0
cell469	0	53	51	0	63	0	53	1	59	0
cell470	0	61	37	18	47	2	35	21	53	1
cell471	0	58	35	13	42	16	54	0	46	4
cell472	0	62	8	54	47	1	51	2	49	2
cell473	0	45	35	7	55	2	40	17	39	0
cell474	2	42	33	27	38	14	30	21	43	9
cell475	0	48	40	0	53	0	56	0	54	0
cell476	0	45	23	28	61	3	45	8	36	21
cell477	0	50	45	0	49	0	58	0	40	0
cell478	0	54	48	0	53	0	49	0	59	0
cell479	0	37	24	25	58	2	22	28	25	21
cell480	0	47	5	44	39	9	47	7	49	4
cell481	0	50	26	23	54	0	38	25	45	0
cell482	0	65	2	63	54	0	52	0	61	0
cell483	0	33	32	14	61	3	51	4	49	0
cell484	0	38	8	36	59	0	46	0	42	3
cell485	0	70	55	6	46	0	11	36	56	0
cell486	0	45	23	26	46	5	20	19	31	6
cell487	0	43	13	29	43	1	48	3	47	0
cell488	0	47	22	20	44	5	32	12	53	0
cell489	6	49	29	21	44	8	46	2	53	13
cell490	0	57	17	43	46	0	50	0	37	0
cell491	0	53	32	16	52	0	27	22	54	13
cell492	0	50	14	36	29	24	20	36	29	22
cell493	0	57	1	37	45	0	44	0	42	0
cell494	2	51	18	20	44	1	32	7	40	8
cell495	1	51	33	22	52	0	58	1	55	0
cell496	0	55	43	7	61	0	39	23	49	0
cell497	1	32	34	1	58	0	45	1	49	0
cell498	0	43	19	31	34	19	50	12	35	5
cell499	0	52	36	11	62	0	22	32	54	0
cell500	3	43	47	4	64	1	22	23	39	0
